table_id,dept,prov,dist,eligible_voters,total_voters
30263,LIMA,LIMA,LIMA,247,217
30264,LIMA,LIMA,LIMA,247,220
30267,LIMA,LIMA,LIMA,236,206
30269,LIMA,LIMA,LIMA,244,209
30272,LIMA,LIMA,LIMA,249,214
30274,LIMA,LIMA,LIMA,235,210
30275,LIMA,LIMA,LIMA,250,222
30276,LIMA,LIMA,LIMA,175,149
30281,LIMA,LIMA,LIMA,174,150
30286,LIMA,LIMA,LIMA,249,206
30287,LIMA,LIMA,LIMA,178,151
30288,LIMA,LIMA,LIMA,179,148
30289,LIMA,LIMA,LIMA,180,161
30290,LIMA,LIMA,LIMA,175,143
30291,LIMA,LIMA,LIMA,182,150
30292,LIMA,LIMA,LIMA,178,151
30293,LIMA,LIMA,LIMA,179,155
30295,LIMA,LIMA,LIMA,243,212
30296,LIMA,LIMA,LIMA,175,145
30306,LIMA,LIMA,LIMA,176,153
30307,LIMA,LIMA,LIMA,174,154
30308,LIMA,LIMA,LIMA,174,141
30309,LIMA,LIMA,LIMA,175,151
30310,LIMA,LIMA,LIMA,174,149
30313,LIMA,LIMA,LIMA,174,149
30315,LIMA,LIMA,LIMA,174,145
30320,LIMA,LIMA,LIMA,181,161
30331,LIMA,LIMA,LIMA,193,173
30332,LIMA,LIMA,LIMA,184,161
30333,LIMA,LIMA,LIMA,181,160
30334,LIMA,LIMA,LIMA,197,179
30335,LIMA,LIMA,LIMA,191,168
30336,LIMA,LIMA,LIMA,187,159
30337,LIMA,LIMA,LIMA,182,158
30338,LIMA,LIMA,LIMA,195,180
30339,LIMA,LIMA,LIMA,192,163
30340,LIMA,LIMA,LIMA,197,174
30347,LIMA,LIMA,LIMA,182,159
30351,LIMA,LIMA,LIMA,182,159
30363,LIMA,LIMA,LIMA,179,148
30370,LIMA,LIMA,LIMA,179,160
30371,LIMA,LIMA,LIMA,186,159
30372,LIMA,LIMA,LIMA,181,144
30373,LIMA,LIMA,LIMA,182,155
30374,LIMA,LIMA,LIMA,188,163
30375,LIMA,LIMA,LIMA,195,170
30376,LIMA,LIMA,LIMA,182,158
30377,LIMA,LIMA,LIMA,183,152
30378,LIMA,LIMA,LIMA,188,166
30379,LIMA,LIMA,LIMA,180,161
30380,LIMA,LIMA,LIMA,182,155
30391,LIMA,LIMA,LIMA,193,165
30392,LIMA,LIMA,LIMA,182,164
30393,LIMA,LIMA,LIMA,192,177
30394,LIMA,LIMA,LIMA,196,180
30395,LIMA,LIMA,LIMA,188,161
30396,LIMA,LIMA,LIMA,194,168
30397,LIMA,LIMA,LIMA,194,171
30398,LIMA,LIMA,LIMA,185,166
30399,LIMA,LIMA,LIMA,187,153
30400,LIMA,LIMA,LIMA,187,163
30405,LIMA,LIMA,LIMA,180,158
30411,LIMA,LIMA,LIMA,182,164
30412,LIMA,LIMA,LIMA,188,165
30414,LIMA,LIMA,LIMA,179,162
30415,LIMA,LIMA,LIMA,182,158
30419,LIMA,LIMA,LIMA,179,154
30422,LIMA,LIMA,LIMA,180,141
30426,LIMA,LIMA,LIMA,195,176
30427,LIMA,LIMA,LIMA,179,153
30428,LIMA,LIMA,LIMA,182,168
30429,LIMA,LIMA,LIMA,189,162
30430,LIMA,LIMA,LIMA,189,168
30431,LIMA,LIMA,LIMA,188,168
30432,LIMA,LIMA,LIMA,189,160
30433,LIMA,LIMA,LIMA,184,162
30435,LIMA,LIMA,LIMA,192,177
30450,LIMA,LIMA,LIMA,249,224
30452,LIMA,LIMA,LIMA,168,142
30453,LIMA,LIMA,LIMA,250,220
30455,LIMA,LIMA,LIMA,172,146
30459,LIMA,LIMA,LIMA,250,203
30462,LIMA,LIMA,LIMA,250,216
30463,LIMA,LIMA,LIMA,250,219
30465,LIMA,LIMA,LIMA,168,140
30471,LIMA,LIMA,LIMA,173,154
30472,LIMA,LIMA,LIMA,248,220
30473,LIMA,LIMA,LIMA,244,214
30474,LIMA,LIMA,LIMA,250,213
30475,LIMA,LIMA,LIMA,250,224
30476,LIMA,LIMA,LIMA,249,215
30477,LIMA,LIMA,LIMA,249,223
30478,LIMA,LIMA,LIMA,249,224
30479,LIMA,LIMA,LIMA,222,199
30480,LIMA,LIMA,LIMA,176,159
30481,LIMA,LIMA,LIMA,170,154
30485,LIMA,LIMA,LIMA,249,218
30500,LIMA,LIMA,LIMA,168,143
30503,LIMA,LIMA,LIMA,246,215
30505,LIMA,LIMA,LIMA,168,145
30506,LIMA,LIMA,LIMA,173,151
30507,LIMA,LIMA,LIMA,173,151
30508,LIMA,LIMA,LIMA,250,222
30509,LIMA,LIMA,LIMA,171,155
30510,LIMA,LIMA,LIMA,168,156
30511,LIMA,LIMA,LIMA,173,149
30512,LIMA,LIMA,LIMA,250,215
30515,LIMA,LIMA,LIMA,169,151
30516,LIMA,LIMA,LIMA,169,150
30518,LIMA,LIMA,LIMA,169,140
30519,LIMA,LIMA,LIMA,250,220
30524,LIMA,LIMA,LIMA,174,149
30533,LIMA,LIMA,LIMA,230,206
30538,LIMA,LIMA,LIMA,230,207
30542,LIMA,LIMA,LIMA,231,207
30553,LIMA,LIMA,LIMA,229,202
30555,LIMA,LIMA,LIMA,230,205
30557,LIMA,LIMA,LIMA,249,226
30558,LIMA,LIMA,LIMA,249,221
30559,LIMA,LIMA,LIMA,169,144
30560,LIMA,LIMA,LIMA,244,217
30568,LIMA,LIMA,LIMA,250,214
30569,LIMA,LIMA,LIMA,250,214
30571,LIMA,LIMA,LIMA,168,146
30574,LIMA,LIMA,LIMA,245,214
30577,LIMA,LIMA,LIMA,169,150
30591,LIMA,LIMA,LIMA,169,137
30592,LIMA,LIMA,LIMA,169,141
30593,LIMA,LIMA,LIMA,248,213
30594,LIMA,LIMA,LIMA,245,224
30595,LIMA,LIMA,LIMA,244,206
30596,LIMA,LIMA,LIMA,249,213
30597,LIMA,LIMA,LIMA,250,216
30599,LIMA,LIMA,LIMA,247,216
30601,LIMA,LIMA,LIMA,169,150
30602,LIMA,LIMA,LIMA,246,223
30603,LIMA,LIMA,LIMA,249,221
30604,LIMA,LIMA,LIMA,250,215
30605,LIMA,LIMA,LIMA,246,218
30608,LIMA,LIMA,LIMA,169,153
30615,LIMA,LIMA,LIMA,250,227
30620,LIMA,LIMA,LIMA,172,151
30624,LIMA,LIMA,LIMA,250,211
30625,LIMA,LIMA,LIMA,250,213
30626,LIMA,LIMA,LIMA,245,218
30627,LIMA,LIMA,LIMA,249,213
30628,LIMA,LIMA,LIMA,169,150
30630,LIMA,LIMA,LIMA,169,147
30631,LIMA,LIMA,LIMA,170,145
30633,LIMA,LIMA,LIMA,247,212
30659,LIMA,LIMA,LIMA,169,155
30664,LIMA,LIMA,LIMA,85,70
30666,LIMA,LIMA,LIMA,246,215
30667,LIMA,LIMA,LIMA,246,204
30668,LIMA,LIMA,LIMA,183,160
30669,LIMA,LIMA,LIMA,243,216
30670,LIMA,LIMA,LIMA,246,212
30671,LIMA,LIMA,LIMA,247,215
30672,LIMA,LIMA,LIMA,250,223
30673,LIMA,LIMA,LIMA,249,219
30674,LIMA,LIMA,LIMA,249,220
30675,LIMA,LIMA,LIMA,246,210
30676,LIMA,LIMA,LIMA,241,218
30681,LIMA,LIMA,LIMA,176,153
30682,LIMA,LIMA,LIMA,223,195
30688,LIMA,LIMA,LIMA,177,166
30689,LIMA,LIMA,LIMA,175,156
30694,LIMA,LIMA,LIMA,175,160
30695,LIMA,LIMA,LIMA,177,153
30721,LIMA,LIMA,LIMA,247,217
30722,LIMA,LIMA,LIMA,244,219
30723,LIMA,LIMA,LIMA,241,207
30724,LIMA,LIMA,LIMA,242,211
30725,LIMA,LIMA,LIMA,235,213
30726,LIMA,LIMA,LIMA,176,163
30727,LIMA,LIMA,LIMA,229,202
30728,LIMA,LIMA,LIMA,244,216
30729,LIMA,LIMA,LIMA,233,209
30730,LIMA,LIMA,LIMA,245,215
30731,LIMA,LIMA,LIMA,175,158
30751,LIMA,LIMA,LIMA,176,158
30752,LIMA,LIMA,LIMA,176,155
30753,LIMA,LIMA,LIMA,176,151
30754,LIMA,LIMA,LIMA,176,161
30755,LIMA,LIMA,LIMA,176,157
30756,LIMA,LIMA,LIMA,175,156
30758,LIMA,LIMA,LIMA,175,161
30759,LIMA,LIMA,LIMA,176,164
30766,LIMA,LIMA,LIMA,245,220
30768,LIMA,LIMA,LIMA,175,155
30769,LIMA,LIMA,LIMA,176,157
30770,LIMA,LIMA,LIMA,177,164
30771,LIMA,LIMA,LIMA,237,208
30772,LIMA,LIMA,LIMA,178,155
30773,LIMA,LIMA,LIMA,246,203
30774,LIMA,LIMA,LIMA,177,151
30775,LIMA,LIMA,LIMA,245,218
30776,LIMA,LIMA,LIMA,243,202
30777,LIMA,LIMA,LIMA,176,157
30778,LIMA,LIMA,LIMA,178,162
30779,LIMA,LIMA,LIMA,243,207
30780,LIMA,LIMA,LIMA,249,224
30781,LIMA,LIMA,LIMA,246,216
30782,LIMA,LIMA,LIMA,245,207
30783,LIMA,LIMA,LIMA,174,142
30784,LIMA,LIMA,LIMA,176,147
30785,LIMA,LIMA,LIMA,177,155
30786,LIMA,LIMA,LIMA,176,157
30787,LIMA,LIMA,LIMA,177,160
30788,LIMA,LIMA,LIMA,176,160
30789,LIMA,LIMA,LIMA,176,154
30790,LIMA,LIMA,LIMA,245,214
30801,LIMA,LIMA,LIMA,171,148
30803,LIMA,LIMA,LIMA,171,152
30804,LIMA,LIMA,LIMA,250,222
30805,LIMA,LIMA,LIMA,171,152
30806,LIMA,LIMA,LIMA,171,155
30815,LIMA,LIMA,LIMA,171,156
30820,LIMA,LIMA,LIMA,172,154
30831,LIMA,LIMA,LIMA,171,155
30832,LIMA,LIMA,LIMA,171,148
30833,LIMA,LIMA,LIMA,172,161
30835,LIMA,LIMA,LIMA,250,219
30836,LIMA,LIMA,LIMA,173,160
30839,LIMA,LIMA,LIMA,171,154
30840,LIMA,LIMA,LIMA,174,156
30841,LIMA,LIMA,LIMA,235,208
30842,LIMA,LIMA,LIMA,177,161
30843,LIMA,LIMA,LIMA,248,219
30844,LIMA,LIMA,LIMA,173,155
30845,LIMA,LIMA,LIMA,183,165
30846,LIMA,LIMA,LIMA,180,166
30847,LIMA,LIMA,LIMA,184,161
30848,LIMA,LIMA,LIMA,182,172
30849,LIMA,LIMA,LIMA,182,162
30850,LIMA,LIMA,LIMA,250,218
30853,LIMA,LIMA,LIMA,172,153
30856,LIMA,LIMA,LIMA,86,82
30857,LIMA,LIMA,LIMA,171,151
30862,LIMA,LIMA,LIMA,172,150
30864,LIMA,LIMA,LIMA,171,157
30875,LIMA,LIMA,LIMA,172,147
30878,LIMA,LIMA,LIMA,172,162
30882,LIMA,LIMA,LIMA,172,154
30883,LIMA,LIMA,LIMA,250,228
30884,LIMA,LIMA,LIMA,172,151
30885,LIMA,LIMA,LIMA,174,161
30886,LIMA,LIMA,LIMA,173,151
30887,LIMA,LIMA,LIMA,172,152
30888,LIMA,LIMA,LIMA,173,155
30889,LIMA,LIMA,LIMA,172,158
30890,LIMA,LIMA,LIMA,172,159
30897,LIMA,LIMA,LIMA,173,149
30898,LIMA,LIMA,LIMA,179,161
30900,LIMA,LIMA,LIMA,175,161
30901,LIMA,LIMA,LIMA,177,155
30902,LIMA,LIMA,LIMA,182,162
30904,LIMA,LIMA,LIMA,171,147
30905,LIMA,LIMA,LIMA,172,150
30906,LIMA,LIMA,LIMA,246,214
30907,LIMA,LIMA,LIMA,229,200
30908,LIMA,LIMA,LIMA,180,162
30909,LIMA,LIMA,LIMA,182,165
30910,LIMA,LIMA,LIMA,178,153
30911,LIMA,LIMA,LIMA,177,157
30912,LIMA,LIMA,LIMA,178,153
30913,LIMA,LIMA,LIMA,183,161
30914,LIMA,LIMA,LIMA,180,151
30915,LIMA,LIMA,LIMA,244,215
30922,LIMA,LIMA,LIMA,176,155
30923,LIMA,LIMA,LIMA,175,151
30926,LIMA,LIMA,LIMA,177,155
30927,LIMA,LIMA,LIMA,176,156
30929,LIMA,LIMA,LIMA,177,157
30931,LIMA,LIMA,LIMA,176,163
30933,LIMA,LIMA,LIMA,177,149
30934,LIMA,LIMA,LIMA,176,158
30937,LIMA,LIMA,LIMA,177,156
30938,LIMA,LIMA,LIMA,177,159
30939,LIMA,LIMA,LIMA,178,157
30940,LIMA,LIMA,LIMA,177,163
30941,LIMA,LIMA,LIMA,178,159
30943,LIMA,LIMA,LIMA,175,158
30944,LIMA,LIMA,LIMA,180,162
30945,LIMA,LIMA,LIMA,177,164
30946,LIMA,LIMA,LIMA,177,157
30948,LIMA,LIMA,LIMA,175,159
30957,LIMA,LIMA,LIMA,176,164
30959,LIMA,LIMA,LIMA,175,156
30981,LIMA,LIMA,LIMA,248,227
30982,LIMA,LIMA,LIMA,184,164
30983,LIMA,LIMA,LIMA,188,168
30984,LIMA,LIMA,LIMA,248,217
30985,LIMA,LIMA,LIMA,181,160
30986,LIMA,LIMA,LIMA,250,228
30987,LIMA,LIMA,LIMA,177,166
30988,LIMA,LIMA,LIMA,180,158
30989,LIMA,LIMA,LIMA,249,227
30990,LIMA,LIMA,LIMA,184,171
30991,LIMA,LIMA,LIMA,175,152
30993,LIMA,LIMA,LIMA,181,158
30994,LIMA,LIMA,LIMA,177,157
30995,LIMA,LIMA,LIMA,177,152
30996,LIMA,LIMA,LIMA,178,152
30997,LIMA,LIMA,LIMA,177,156
30998,LIMA,LIMA,LIMA,176,155
30999,LIMA,LIMA,LIMA,178,156
31000,LIMA,LIMA,LIMA,176,162
31002,LIMA,LIMA,LIMA,181,158
31005,LIMA,LIMA,LIMA,175,159
31011,LIMA,LIMA,LIMA,177,158
31012,LIMA,LIMA,LIMA,178,157
31013,LIMA,LIMA,LIMA,177,151
31014,LIMA,LIMA,LIMA,177,151
31015,LIMA,LIMA,LIMA,176,155
31016,LIMA,LIMA,LIMA,178,159
31017,LIMA,LIMA,LIMA,177,157
31018,LIMA,LIMA,LIMA,177,157
31019,LIMA,LIMA,LIMA,177,161
31020,LIMA,LIMA,LIMA,181,158
31026,LIMA,LIMA,LIMA,183,156
31027,LIMA,LIMA,LIMA,177,157
31028,LIMA,LIMA,LIMA,177,153
31030,LIMA,LIMA,LIMA,177,158
31031,LIMA,LIMA,LIMA,177,161
31032,LIMA,LIMA,LIMA,177,159
31033,LIMA,LIMA,LIMA,176,165
31034,LIMA,LIMA,LIMA,178,162
31035,LIMA,LIMA,LIMA,182,161
31036,LIMA,LIMA,LIMA,175,156
31037,LIMA,LIMA,LIMA,177,156
31039,LIMA,LIMA,LIMA,178,156
31040,LIMA,LIMA,LIMA,176,153
31041,LIMA,LIMA,LIMA,177,160
31042,LIMA,LIMA,LIMA,179,163
31043,LIMA,LIMA,LIMA,176,163
31054,LIMA,LIMA,LIMA,176,158
31058,LIMA,LIMA,LIMA,170,147
31066,LIMA,LIMA,LIMA,169,153
31069,LIMA,LIMA,LIMA,243,213
31070,LIMA,LIMA,LIMA,245,220
31072,LIMA,LIMA,LIMA,247,213
31073,LIMA,LIMA,LIMA,169,152
31077,LIMA,LIMA,LIMA,245,218
31078,LIMA,LIMA,LIMA,169,153
31079,LIMA,LIMA,LIMA,244,214
31085,LIMA,LIMA,LIMA,244,218
31090,LIMA,LIMA,LIMA,249,220
31091,LIMA,LIMA,LIMA,169,145
31111,LIMA,LIMA,LIMA,244,222
31112,LIMA,LIMA,LIMA,245,214
31114,LIMA,LIMA,LIMA,169,150
31116,LIMA,LIMA,LIMA,245,216
31117,LIMA,LIMA,LIMA,246,216
31119,LIMA,LIMA,LIMA,243,205
31120,LIMA,LIMA,LIMA,170,142
31121,LIMA,LIMA,LIMA,179,158
31122,LIMA,LIMA,LIMA,244,217
31123,LIMA,LIMA,LIMA,245,218
31124,LIMA,LIMA,LIMA,245,218
31125,LIMA,LIMA,LIMA,244,215
31126,LIMA,LIMA,LIMA,243,206
31128,LIMA,LIMA,LIMA,170,156
31130,LIMA,LIMA,LIMA,244,200
31134,LIMA,LIMA,LIMA,173,152
31135,LIMA,LIMA,LIMA,177,158
31136,LIMA,LIMA,LIMA,176,150
31137,LIMA,LIMA,LIMA,179,146
31138,LIMA,LIMA,LIMA,178,156
31139,LIMA,LIMA,LIMA,178,157
31142,LIMA,LIMA,LIMA,244,216
31143,LIMA,LIMA,LIMA,179,155
31144,LIMA,LIMA,LIMA,179,156
31145,LIMA,LIMA,LIMA,179,170
31146,LIMA,LIMA,LIMA,179,162
31147,LIMA,LIMA,LIMA,179,155
31148,LIMA,LIMA,LIMA,218,195
31149,LIMA,LIMA,LIMA,239,211
31150,LIMA,LIMA,LIMA,248,214
31153,LIMA,LIMA,LIMA,173,150
31156,LIMA,LIMA,LIMA,246,215
31157,LIMA,LIMA,LIMA,176,162
31158,LIMA,LIMA,LIMA,174,157
31159,LIMA,LIMA,LIMA,179,156
31161,LIMA,LIMA,LIMA,176,155
31162,LIMA,LIMA,LIMA,178,160
31163,LIMA,LIMA,LIMA,179,159
31164,LIMA,LIMA,LIMA,179,162
31170,LIMA,LIMA,LIMA,174,156
31174,LIMA,LIMA,LIMA,174,148
31176,LIMA,LIMA,LIMA,174,157
31184,LIMA,LIMA,LIMA,174,154
31191,LIMA,LIMA,LIMA,180,161
31192,LIMA,LIMA,LIMA,176,151
31193,LIMA,LIMA,LIMA,88,81
31195,LIMA,LIMA,LIMA,180,162
31218,LIMA,LIMA,LIMA,245,218
31242,LIMA,LIMA,LIMA,244,216
31245,LIMA,LIMA,LIMA,240,216
31251,LIMA,LIMA,LIMA,222,196
31252,LIMA,LIMA,LIMA,228,197
31254,LIMA,LIMA,LIMA,229,205
31256,LIMA,LIMA,LIMA,228,195
31258,LIMA,LIMA,LIMA,232,204
31264,LIMA,LIMA,LIMA,232,205
31265,LIMA,LIMA,LIMA,236,205
31268,LIMA,LIMA,LIMA,241,206
31270,LIMA,LIMA,LIMA,229,202
31274,LIMA,LIMA,LIMA,242,213
31276,LIMA,LIMA,LIMA,244,210
31278,LIMA,LIMA,LIMA,229,203
31280,LIMA,LIMA,LIMA,247,214
31291,LIMA,LIMA,LIMA,236,210
31292,LIMA,LIMA,LIMA,241,220
31295,LIMA,LIMA,LIMA,83,71
31298,LIMA,LIMA,LIMA,229,200
31305,LIMA,LIMA,LIMA,237,193
31307,LIMA,LIMA,LIMA,239,207
31309,LIMA,LIMA,LIMA,242,197
31311,LIMA,LIMA,LIMA,241,213
31312,LIMA,LIMA,LIMA,246,228
31314,LIMA,LIMA,LIMA,229,205
31315,LIMA,LIMA,LIMA,241,209
31316,LIMA,LIMA,LIMA,88,82
31317,LIMA,LIMA,LIMA,99,92
31318,LIMA,LIMA,LIMA,103,94
31319,LIMA,LIMA,LIMA,110,99
31320,LIMA,LIMA,LIMA,94,88
31321,LIMA,LIMA,LIMA,111,95
31322,LIMA,LIMA,LIMA,99,89
31323,LIMA,LIMA,LIMA,104,95
31324,LIMA,LIMA,LIMA,104,86
31325,LIMA,LIMA,LIMA,89,86
31326,LIMA,LIMA,LIMA,97,87
31327,LIMA,LIMA,LIMA,87,81
31328,LIMA,LIMA,LIMA,98,90
31329,LIMA,LIMA,LIMA,107,98
31330,LIMA,LIMA,LIMA,92,78
31331,LIMA,LIMA,LIMA,82,77
31332,LIMA,LIMA,LIMA,86,79
31333,LIMA,LIMA,LIMA,80,66
31334,LIMA,LIMA,LIMA,95,81
31335,LIMA,LIMA,LIMA,82,75
31336,LIMA,LIMA,LIMA,95,88
31337,LIMA,LIMA,LIMA,101,91
31338,LIMA,LIMA,LIMA,85,77
31339,LIMA,LIMA,LIMA,90,81
31340,LIMA,LIMA,LIMA,88,79
31341,LIMA,LIMA,LIMA,104,95
31342,LIMA,LIMA,LIMA,98,87
31343,LIMA,LIMA,LIMA,106,95
31344,LIMA,LIMA,LIMA,100,93
31345,LIMA,LIMA,LIMA,88,79
31346,LIMA,LIMA,LIMA,93,84
31347,LIMA,LIMA,LIMA,88,82
31348,LIMA,LIMA,LIMA,101,91
31349,LIMA,LIMA,LIMA,107,91
31350,LIMA,LIMA,LIMA,84,76
31351,LIMA,LIMA,LIMA,113,98
31352,LIMA,LIMA,LIMA,108,91
31353,LIMA,LIMA,LIMA,106,96
31354,LIMA,LIMA,LIMA,109,88
31355,LIMA,LIMA,LIMA,111,100
31356,LIMA,LIMA,LIMA,104,87
31357,LIMA,LIMA,LIMA,90,76
31358,LIMA,LIMA,LIMA,99,91
31359,LIMA,LIMA,LIMA,100,91
31360,LIMA,LIMA,LIMA,101,95
31366,LIMA,LIMA,LIMA,246,205
31367,LIMA,LIMA,LIMA,234,210
31369,LIMA,LIMA,LIMA,240,200
31372,LIMA,LIMA,LIMA,172,143
31375,LIMA,LIMA,LIMA,240,205
31385,LIMA,LIMA,LIMA,240,210
31386,LIMA,LIMA,LIMA,174,147
31387,LIMA,LIMA,LIMA,172,155
31389,LIMA,LIMA,LIMA,242,214
31390,LIMA,LIMA,LIMA,249,223
31391,LIMA,LIMA,LIMA,173,157
31392,LIMA,LIMA,LIMA,173,150
31393,LIMA,LIMA,LIMA,174,147
31394,LIMA,LIMA,LIMA,242,217
31395,LIMA,LIMA,LIMA,174,155
31399,LIMA,LIMA,LIMA,245,221
31406,LIMA,LIMA,LIMA,175,160
31407,LIMA,LIMA,LIMA,175,147
31408,LIMA,LIMA,LIMA,87,74
31409,LIMA,LIMA,LIMA,176,150
31410,LIMA,LIMA,LIMA,176,153
31415,LIMA,LIMA,LIMA,176,147
31421,LIMA,LIMA,LIMA,176,154
31423,LIMA,LIMA,LIMA,175,151
31426,LIMA,LIMA,LIMA,177,159
31428,LIMA,LIMA,LIMA,177,146
31430,LIMA,LIMA,LIMA,175,161
32701,LIMA,LIMA,ANCON,159,146
32702,LIMA,LIMA,ANCON,244,215
32703,LIMA,LIMA,ANCON,222,203
32704,LIMA,LIMA,ANCON,236,211
32705,LIMA,LIMA,ANCON,151,137
32707,LIMA,LIMA,ANCON,239,215
32712,LIMA,LIMA,ANCON,240,209
32713,LIMA,LIMA,ANCON,242,211
32717,LIMA,LIMA,ANCON,240,217
32718,LIMA,LIMA,ANCON,239,209
32719,LIMA,LIMA,ANCON,244,218
32721,LIMA,LIMA,ANCON,240,220
32722,LIMA,LIMA,ANCON,241,212
32723,LIMA,LIMA,ANCON,242,215
32725,LIMA,LIMA,ANCON,239,215
32727,LIMA,LIMA,ANCON,242,219
32730,LIMA,LIMA,ANCON,241,213
32731,LIMA,LIMA,ANCON,119,106
32733,LIMA,LIMA,ANCON,236,217
32734,LIMA,LIMA,ANCON,137,127
