table_id,department,province,district,installation_time,eligible_voters,total_voted,rp,jpp
037452,LIMA,LIMA,ATE,08:06 a. m.,300,258,22,12
037451,LIMA,LIMA,ATE,07:05 a. m.,300,244,28,4
037454,LIMA,LIMA,ATE,07:01 a. m.,300,241,25,13
037455,LIMA,LIMA,ATE,07:05 a. m.,300,246,28,10
037458,LIMA,LIMA,ATE,07:38 a. m.,300,242,21,14
037456,LIMA,LIMA,ATE,07:12 a. m.,300,245,24,10
037457,LIMA,LIMA,ATE,07:33 a. m.,300,256,23,10
037459,LIMA,LIMA,ATE,07:59 a. m.,300,235,31,16
037460,LIMA,LIMA,ATE,07:19 a. m.,278,242,25,8
037464,LIMA,LIMA,ATE,06:59 a. m.,300,270,39,5
037467,LIMA,LIMA,ATE,07:25 a. m.,300,271,22,17
037461,LIMA,LIMA,ATE,07:24 a. m.,300,270,31,11
037463,LIMA,LIMA,ATE,07:10 a. m.,300,267,39,7
037465,LIMA,LIMA,ATE,07:12 a. m.,247,216,21,10
037468,LIMA,LIMA,ATE,07:11 a. m.,300,266,24,14
037462,LIMA,LIMA,ATE,07:51 a. m.,300,264,37,8
037466,LIMA,LIMA,ATE,07:41 a. m.,300,272,22,4
037469,LIMA,LIMA,ATE,07:15 a. m.,300,264,25,6
037470,LIMA,LIMA,ATE,07:10 a. m.,300,213,14,14
037472,LIMA,LIMA,ATE,07:18 a. m.,300,271,20,12
037471,LIMA,LIMA,ATE,07:31 a. m.,300,263,36,9
037475,LIMA,LIMA,ATE,07:52 a. m.,300,267,26,10
037473,LIMA,LIMA,ATE,07:28 a. m.,300,270,19,9
037474,LIMA,LIMA,ATE,07:23 a. m.,300,262,25,6
037476,LIMA,LIMA,ATE,07:16 a. m.,300,271,23,9
037477,LIMA,LIMA,ATE,07:35 a. m.,300,274,30,16
037479,LIMA,LIMA,ATE,06:30 a. m.,300,229,22,21
037478,LIMA,LIMA,ATE,06:30 a. m.,265,181,14,8
037481,LIMA,LIMA,ATE,06:52 a. m.,300,221,19,16
037482,LIMA,LIMA,ATE,08:28 a. m.,300,228,19,22
037483,LIMA,LIMA,ATE,07:00 a. m.,300,212,22,8
037485,LIMA,LIMA,ATE,07:00 a. m.,300,204,19,11
037486,LIMA,LIMA,ATE,08:03 a. m.,300,221,11,18
037484,LIMA,LIMA,ATE,07:00 a. m.,300,215,20,14
037487,LIMA,LIMA,ATE,08:35 a. m.,300,198,24,14
037489,LIMA,LIMA,ATE,09:00 a. m.,300,214,21,10
037490,LIMA,LIMA,ATE,08:02 a. m.,300,211,23,10
037488,LIMA,LIMA,ATE,07:00 a. m.,300,225,21,13
037494,LIMA,LIMA,ATE,07:40 a. m.,300,225,25,14
037492,LIMA,LIMA,ATE,07:33 a. m.,300,225,20,13
037491,LIMA,LIMA,ATE,08:44 a. m.,300,216,11,11
037497,LIMA,LIMA,ATE,07:00 a. m.,300,209,24,6
037493,LIMA,LIMA,ATE,07:30 a. m.,300,225,28,12
037496,LIMA,LIMA,ATE,07:00 a. m.,300,208,16,16
037499,LIMA,LIMA,ATE,08:09 a. m.,300,246,40,11
037495,LIMA,LIMA,ATE,07:00 a. m.,300,220,20,18
037498,LIMA,LIMA,ATE,07:31 a. m.,254,191,27,16
037503,LIMA,LIMA,ATE,07:30 a. m.,300,241,24,20
037500,LIMA,LIMA,ATE,07:15 a. m.,300,252,28,20
037502,LIMA,LIMA,ATE,07:15 a. m.,300,231,34,16
037506,LIMA,LIMA,ATE,07:58 a. m.,300,227,22,16
037504,LIMA,LIMA,ATE,07:11 a. m.,300,243,29,20
037501,LIMA,LIMA,ATE,07:09 a. m.,300,220,26,20
037507,LIMA,LIMA,ATE,08:08 a. m.,300,223,33,14
037505,LIMA,LIMA,ATE,06:42 a. m.,300,243,26,17
037511,LIMA,LIMA,ATE,07:02 a. m.,300,236,33,15
037509,LIMA,LIMA,ATE,07:23 a. m.,300,220,23,13
037510,LIMA,LIMA,ATE,06:54 a. m.,300,234,23,15
037514,LIMA,LIMA,ATE,07:31 a. m.,300,223,25,15
037508,LIMA,LIMA,ATE,07:23 a. m.,300,223,20,12
037512,LIMA,LIMA,ATE,07:34 a. m.,300,244,21,27
037518,LIMA,LIMA,ATE,07:28 a. m.,300,236,24,11
037515,LIMA,LIMA,ATE,07:41 a. m.,300,247,29,12
037513,LIMA,LIMA,ATE,08:07 a. m.,300,221,18,21
037516,LIMA,LIMA,ATE,07:15 a. m.,300,234,40,14
037519,LIMA,LIMA,ATE,07:50 a. m.,300,230,25,16
037517,LIMA,LIMA,ATE,06:59 a. m.,300,215,22,14
037521,LIMA,LIMA,ATE,07:30 a. m.,300,242,17,20
037522,LIMA,LIMA,ATE,06:42 a. m.,300,222,19,7
037523,LIMA,LIMA,ATE,06:26 a. m.,300,231,31,16
037520,LIMA,LIMA,ATE,07:30 a. m.,300,242,30,23
037524,LIMA,LIMA,ATE,07:30 a. m.,300,231,27,22
037529,LIMA,LIMA,ATE,06:00 a. m.,300,234,39,15
037525,LIMA,LIMA,ATE,08:00 a. m.,300,211,21,13
037526,LIMA,LIMA,ATE,07:28 a. m.,300,236,27,13
037527,LIMA,LIMA,ATE,08:08 a. m.,300,239,25,25
037528,LIMA,LIMA,ATE,06:00 a. m.,300,222,30,15
037530,LIMA,LIMA,ATE,07:15 a. m.,300,213,23,9
037532,LIMA,LIMA,ATE,07:15 a. m.,300,266,43,14
037531,LIMA,LIMA,ATE,07:13 a. m.,230,176,21,4
037533,LIMA,LIMA,ATE,07:29 a. m.,300,268,36,10
037535,LIMA,LIMA,ATE,07:31 a. m.,238,214,34,6
037534,LIMA,LIMA,ATE,07:35 a. m.,300,279,28,9
037536,LIMA,LIMA,ATE,07:41 a. m.,300,274,39,13
037537,LIMA,LIMA,ATE,08:47 a. m.,300,275,36,13
037539,LIMA,LIMA,ATE,08:15 a. m.,300,270,22,13
037538,LIMA,LIMA,ATE,07:31 a. m.,300,276,23,14
037540,LIMA,LIMA,ATE,07:20 a. m.,300,285,30,17
037544,LIMA,LIMA,ATE,07:36 a. m.,300,283,43,13
037545,LIMA,LIMA,ATE,07:57 a. m.,300,281,31,15
037543,LIMA,LIMA,ATE,07:20 a. m.,300,285,34,15
037541,LIMA,LIMA,ATE,07:48 a. m.,300,279,20,20
037547,LIMA,LIMA,ATE,06:55 a. m.,300,281,32,13
037546,LIMA,LIMA,ATE,07:32 a. m.,300,272,40,11
037548,LIMA,LIMA,ATE,08:05 a. m.,300,278,37,14
037550,LIMA,LIMA,ATE,07:12 a. m.,300,237,34,15
037553,LIMA,LIMA,ATE,06:50 a. m.,300,254,29,11
037552,LIMA,LIMA,ATE,06:42 a. m.,300,238,25,16
037558,LIMA,LIMA,ATE,07:20 a. m.,300,239,21,19
037554,LIMA,LIMA,ATE,07:32 a. m.,300,250,29,12
037549,LIMA,LIMA,ATE,07:11 a. m.,249,194,20,11
037557,LIMA,LIMA,ATE,07:58 a. m.,300,247,24,20
037555,LIMA,LIMA,ATE,07:22 a. m.,300,239,25,15
037556,LIMA,LIMA,ATE,08:06 a. m.,300,240,18,17
037559,LIMA,LIMA,ATE,07:55 a. m.,300,238,22,10
037561,LIMA,LIMA,ATE,06:53 a. m.,300,255,16,18
037566,LIMA,LIMA,ATE,06:54 a. m.,300,243,20,19
037562,LIMA,LIMA,ATE,07:15 a. m.,300,251,22,9
037563,LIMA,LIMA,ATE,07:39 a. m.,300,241,19,15
037560,LIMA,LIMA,ATE,07:45 a. m.,300,251,15,19
037568,LIMA,LIMA,ATE,06:54 a. m.,300,235,15,12
037564,LIMA,LIMA,ATE,07:51 a. m.,300,244,28,20
037565,LIMA,LIMA,ATE,07:37 a. m.,300,253,18,15
037567,LIMA,LIMA,ATE,07:23 a. m.,300,245,21,22
037570,LIMA,LIMA,ATE,07:30 a. m.,300,227,13,12
037569,LIMA,LIMA,ATE,07:29 a. m.,300,234,16,6
037571,LIMA,LIMA,ATE,07:18 a. m.,300,255,23,17
037573,LIMA,LIMA,ATE,07:15 a. m.,300,247,20,13
037576,LIMA,LIMA,ATE,07:15 a. m.,300,239,20,15
037572,LIMA,LIMA,ATE,07:40 a. m.,300,247,18,21
037575,LIMA,LIMA,ATE,07:45 a. m.,300,254,16,16
037574,LIMA,LIMA,ATE,07:29 a. m.,300,257,17,18
037577,LIMA,LIMA,ATE,07:15 a. m.,300,241,24,12
037580,LIMA,LIMA,ATE,07:13 a. m.,230,141,9,2
037579,LIMA,LIMA,ATE,06:55 a. m.,300,241,26,9
037583,LIMA,LIMA,ATE,07:11 a. m.,300,218,22,5
037581,LIMA,LIMA,ATE,08:44 a. m.,300,213,26,11
037584,LIMA,LIMA,ATE,06:50 a. m.,300,225,16,12
037578,LIMA,LIMA,ATE,06:52 a. m.,300,248,22,18
037582,LIMA,LIMA,ATE,07:14 a. m.,300,223,30,9
037587,LIMA,LIMA,ATE,07:29 a. m.,300,221,21,11
037586,LIMA,LIMA,ATE,07:07 a. m.,300,227,22,11
037585,LIMA,LIMA,ATE,07:01 a. m.,300,206,16,10
037591,LIMA,LIMA,ATE,07:28 a. m.,300,236,33,15
037589,LIMA,LIMA,ATE,07:36 a. m.,300,218,14,15
037592,LIMA,LIMA,ATE,08:05 a. m.,300,235,34,11
037593,LIMA,LIMA,ATE,08:20 a. m.,300,241,33,9
037588,LIMA,LIMA,ATE,07:09 a. m.,300,211,20,12
037590,LIMA,LIMA,ATE,07:08 a. m.,230,159,21,10
037597,LIMA,LIMA,ATE,07:05 a. m.,300,242,19,19
037594,LIMA,LIMA,ATE,07:08 a. m.,300,245,39,18
037601,LIMA,LIMA,ATE,07:49 a. m.,300,233,15,15
037595,LIMA,LIMA,ATE,06:41 a. m.,300,236,18,16
037598,LIMA,LIMA,ATE,07:10 a. m.,300,234,17,17
037600,LIMA,LIMA,ATE,07:26 a. m.,300,231,19,8
037602,LIMA,LIMA,ATE,07:35 a. m.,300,239,18,21
037599,LIMA,LIMA,ATE,07:33 a. m.,300,227,20,12
037603,LIMA,LIMA,ATE,07:45 a. m.,300,245,17,17
037604,LIMA,LIMA,ATE,07:41 a. m.,300,238,16,11
037605,LIMA,LIMA,ATE,07:33 a. m.,300,235,15,22
037608,LIMA,LIMA,ATE,07:40 a. m.,300,238,20,16
037606,LIMA,LIMA,ATE,07:44 a. m.,300,218,25,13
037607,LIMA,LIMA,ATE,07:48 a. m.,300,231,18,19
037610,LIMA,LIMA,ATE,07:24 a. m.,300,238,17,17
037609,LIMA,LIMA,ATE,07:00 a. m.,300,300,25,13
037614,LIMA,LIMA,ATE,07:26 a. m.,300,237,22,17
037611,LIMA,LIMA,ATE,07:00 a. m.,300,300,21,11
037612,LIMA,LIMA,ATE,08:13 a. m.,300,223,15,17
037616,LIMA,LIMA,ATE,06:44 a. m.,300,234,30,25
037613,LIMA,LIMA,ATE,07:53 a. m.,300,226,17,10
037615,LIMA,LIMA,ATE,07:25 a. m.,300,227,22,11
037618,LIMA,LIMA,ATE,06:40 a. m.,300,236,20,7
037620,LIMA,LIMA,ATE,07:27 a. m.,300,243,11,26
037619,LIMA,LIMA,ATE,06:47 a. m.,300,243,18,25
037623,LIMA,LIMA,ATE,07:27 a. m.,256,224,13,19
037621,LIMA,LIMA,ATE,07:48 a. m.,300,244,20,15
037622,LIMA,LIMA,ATE,06:50 a. m.,300,233,20,10
037625,LIMA,LIMA,ATE,07:30 a. m.,300,257,16,16
037629,LIMA,LIMA,ATE,08:13 a. m.,300,260,22,22
037624,LIMA,LIMA,ATE,07:00 a. m.,300,257,21,6
037628,LIMA,LIMA,ATE,07:00 a. m.,300,269,18,30
037627,LIMA,LIMA,ATE,07:00 a. m.,300,266,18,22
037630,LIMA,LIMA,ATE,07:27 a. m.,300,272,23,30
037631,LIMA,LIMA,ATE,07:32 a. m.,300,265,14,20
037634,LIMA,LIMA,ATE,06:35 a. m.,300,262,15,21
037635,LIMA,LIMA,ATE,06:45 a. m.,300,269,17,17
037632,LIMA,LIMA,ATE,07:35 a. m.,300,260,7,18
037636,LIMA,LIMA,ATE,07:20 a. m.,300,261,14,10
037637,LIMA,LIMA,ATE,07:32 a. m.,300,252,15,16
037638,LIMA,LIMA,ATE,07:03 a. m.,300,256,20,17
037633,LIMA,LIMA,ATE,09:01 a. m.,300,260,7,13
037642,LIMA,LIMA,ATE,07:00 a. m.,300,251,15,15
037643,LIMA,LIMA,ATE,07:00 a. m.,300,256,19,25
037639,LIMA,LIMA,ATE,07:25 a. m.,300,255,18,12
037646,LIMA,LIMA,ATE,07:41 a. m.,300,254,32,19
037641,LIMA,LIMA,ATE,08:08 a. m.,300,235,17,14
037644,LIMA,LIMA,ATE,06:20 a. m.,300,253,25,25
037640,LIMA,LIMA,ATE,07:53 a. m.,249,191,16,15
037647,LIMA,LIMA,ATE,07:19 a. m.,300,51,18,15
037649,LIMA,LIMA,ATE,07:10 a. m.,300,241,27,19
037651,LIMA,LIMA,ATE,07:39 a. m.,300,251,31,23
037648,LIMA,LIMA,ATE,06:42 a. m.,300,248,24,14
037650,LIMA,LIMA,ATE,07:45 a. m.,300,252,24,21
037652,LIMA,LIMA,ATE,07:24 a. m.,300,238,23,10
037657,LIMA,LIMA,ATE,07:56 a. m.,300,237,18,18
037653,LIMA,LIMA,ATE,07:19 a. m.,300,236,19,16
037654,LIMA,LIMA,ATE,07:54 a. m.,259,199,20,8
037656,LIMA,LIMA,ATE,07:11 a. m.,300,237,14,16
037658,LIMA,LIMA,ATE,06:40 a. m.,300,239,23,19
037655,LIMA,LIMA,ATE,07:37 a. m.,300,239,25,16
037660,LIMA,LIMA,ATE,07:23 a. m.,300,242,28,21
037659,LIMA,LIMA,ATE,07:14 a. m.,300,236,20,16
037661,LIMA,LIMA,ATE,07:52 a. m.,300,224,17,20
037663,LIMA,LIMA,ATE,07:48 a. m.,300,229,23,14
037662,LIMA,LIMA,ATE,07:35 a. m.,300,234,17,9
037668,LIMA,LIMA,ATE,07:50 a. m.,300,237,18,22
037666,LIMA,LIMA,ATE,07:44 a. m.,300,232,17,13
037667,LIMA,LIMA,ATE,07:04 a. m.,300,236,17,21
037664,LIMA,LIMA,ATE,07:23 a. m.,300,239,22,14
037669,LIMA,LIMA,ATE,06:30 a. m.,300,229,23,14
037665,LIMA,LIMA,ATE,07:31 a. m.,300,227,21,20
037670,LIMA,LIMA,ATE,07:10 a. m.,230,166,39,5
037671,LIMA,LIMA,ATE,07:30 a. m.,300,220,54,7
037674,LIMA,LIMA,ATE,06:25 a. m.,300,221,43,8
037672,LIMA,LIMA,ATE,07:29 a. m.,300,229,52,8
037673,LIMA,LIMA,ATE,07:04 a. m.,300,232,57,2
037678,LIMA,LIMA,ATE,08:40 a. m.,300,220,55,4
037675,LIMA,LIMA,ATE,07:07 a. m.,300,242,46,9
037677,LIMA,LIMA,ATE,07:36 a. m.,300,218,36,12
037676,LIMA,LIMA,ATE,07:28 a. m.,300,241,43,14
037680,LIMA,LIMA,ATE,07:27 a. m.,300,222,46,6
037684,LIMA,LIMA,ATE,07:38 a. m.,300,238,50,5
037681,LIMA,LIMA,ATE,07:23 a. m.,300,224,65,3
037679,LIMA,LIMA,ATE,07:31 a. m.,300,236,65,14
037683,LIMA,LIMA,ATE,07:30 a. m.,300,226,55,7
037688,LIMA,LIMA,ATE,07:40 a. m.,300,232,57,10
037685,LIMA,LIMA,ATE,08:03 a. m.,300,230,48,6
037686,LIMA,LIMA,ATE,08:24 a. m.,300,234,49,10
037682,LIMA,LIMA,ATE,08:05 a. m.,300,240,33,13
037687,LIMA,LIMA,ATE,07:34 a. m.,300,218,50,6
037693,LIMA,LIMA,ATE,07:32 a. m.,300,234,55,6
037691,LIMA,LIMA,ATE,06:48 a. m.,300,249,55,7
037694,LIMA,LIMA,ATE,08:19 a. m.,300,228,53,6
037689,LIMA,LIMA,ATE,07:25 a. m.,300,223,39,10
037692,LIMA,LIMA,ATE,07:18 a. m.,300,230,46,6
037690,LIMA,LIMA,ATE,07:20 a. m.,300,228,38,10
037697,LIMA,LIMA,ATE,08:00 a. m.,300,233,59,9
037696,LIMA,LIMA,ATE,07:26 a. m.,300,231,59,7
037699,LIMA,LIMA,ATE,07:45 a. m.,284,265,25,15
037698,LIMA,LIMA,ATE,07:18 a. m.,300,236,40,8
037703,LIMA,LIMA,ATE,07:18 a. m.,300,277,32,17
037700,LIMA,LIMA,ATE,07:09 a. m.,300,275,26,21
037695,LIMA,LIMA,ATE,08:02 a. m.,300,230,50,12
037701,LIMA,LIMA,ATE,07:12 a. m.,300,277,16,12
037702,LIMA,LIMA,ATE,07:23 a. m.,300,282,26,9
037704,LIMA,LIMA,ATE,07:11 a. m.,300,283,27,16
037705,LIMA,LIMA,ATE,06:30 a. m.,276,238,29,7
037707,LIMA,LIMA,ATE,06:45 a. m.,300,264,34,13
037706,LIMA,LIMA,ATE,06:30 a. m.,300,256,30,9
037708,LIMA,LIMA,ATE,07:02 a. m.,300,266,30,11
037709,LIMA,LIMA,ATE,06:19 a. m.,300,259,28,20
037712,LIMA,LIMA,ATE,07:08 a. m.,300,256,27,10
037710,LIMA,LIMA,ATE,07:25 a. m.,300,261,40,4
037711,LIMA,LIMA,ATE,07:03 a. m.,300,250,35,17
037713,LIMA,LIMA,ATE,07:03 a. m.,300,256,28,8
037714,LIMA,LIMA,ATE,07:05 a. m.,300,259,29,11
037716,LIMA,LIMA,ATE,07:00 a. m.,230,194,41,4
037715,LIMA,LIMA,ATE,06:20 a. m.,300,247,29,14
037718,LIMA,LIMA,ATE,07:54 a. m.,300,255,35,4
037717,LIMA,LIMA,ATE,07:00 a. m.,300,258,49,8
037720,LIMA,LIMA,ATE,07:13 a. m.,300,256,39,11
037719,LIMA,LIMA,ATE,08:15 a. m.,300,249,42,6
037721,LIMA,LIMA,ATE,06:52 a. m.,300,255,37,11
037724,LIMA,LIMA,ATE,07:08 a. m.,300,258,46,8
037723,LIMA,LIMA,ATE,07:35 a. m.,300,257,48,9
037722,LIMA,LIMA,ATE,07:22 a. m.,300,241,36,7
037726,LIMA,LIMA,ATE,07:09 a. m.,300,253,43,5
037725,LIMA,LIMA,ATE,07:23 a. m.,300,247,44,6
037731,LIMA,LIMA,ATE,07:15 a. m.,300,248,45,12
037727,LIMA,LIMA,ATE,07:15 a. m.,300,251,36,5
037729,LIMA,LIMA,ATE,07:57 a. m.,300,261,52,5
037728,LIMA,LIMA,ATE,07:17 a. m.,300,255,53,8
037732,LIMA,LIMA,ATE,08:03 a. m.,300,253,42,12
037734,LIMA,LIMA,ATE,07:20 a. m.,300,255,43,10
037730,LIMA,LIMA,ATE,07:32 a. m.,300,248,52,8
037736,LIMA,LIMA,ATE,07:00 a. m.,300,242,32,10
037733,LIMA,LIMA,ATE,07:38 a. m.,300,253,50,11
037735,LIMA,LIMA,ATE,07:08 a. m.,264,210,24,10
037741,LIMA,LIMA,ATE,07:05 a. m.,300,237,26,8
037737,LIMA,LIMA,ATE,07:40 a. m.,300,241,29,13
037739,LIMA,LIMA,ATE,06:40 a. m.,300,230,23,13
037738,LIMA,LIMA,ATE,06:53 a. m.,300,250,29,9
037740,LIMA,LIMA,ATE,07:50 a. m.,300,245,27,15
037742,LIMA,LIMA,ATE,07:05 a. m.,300,235,31,11
037746,LIMA,LIMA,ATE,07:24 a. m.,300,242,27,14
037743,LIMA,LIMA,ATE,08:12 a. m.,300,254,35,11
037744,LIMA,LIMA,ATE,07:12 a. m.,300,242,29,12
037745,LIMA,LIMA,ATE,07:16 a. m.,300,238,23,9
037748,LIMA,LIMA,ATE,10:25 a. m.,300,248,36,11
037747,LIMA,LIMA,ATE,09:41 a. m.,300,244,31,23
037749,LIMA,LIMA,ATE,06:53 a. m.,300,240,22,8
037753,LIMA,LIMA,ATE,07:44 a. m.,300,252,37,10
037751,LIMA,LIMA,ATE,08:40 a. m.,230,162,22,5
037752,LIMA,LIMA,ATE,08:00 a. m.,300,246,31,3
037754,LIMA,LIMA,ATE,08:02 a. m.,300,252,35,10
037750,LIMA,LIMA,ATE,07:24 a. m.,300,224,19,8
037758,LIMA,LIMA,ATE,07:05 a. m.,300,247,27,6
037756,LIMA,LIMA,ATE,08:07 a. m.,300,254,26,14
037755,LIMA,LIMA,ATE,07:30 a. m.,300,253,39,10
037757,LIMA,LIMA,ATE,08:33 a. m.,300,242,40,12
037760,LIMA,LIMA,ATE,07:45 a. m.,300,238,30,6
037759,LIMA,LIMA,ATE,07:11 a. m.,300,248,23,10
037762,LIMA,LIMA,ATE,08:15 a. m.,300,251,25,12
037761,LIMA,LIMA,ATE,07:10 a. m.,300,246,41,16
037764,LIMA,LIMA,ATE,07:14 a. m.,300,249,24,16
037766,LIMA,LIMA,ATE,06:58 a. m.,300,249,24,8
037765,LIMA,LIMA,ATE,08:19 a. m.,300,241,35,5
037763,LIMA,LIMA,ATE,07:30 a. m.,300,253,35,10
037767,LIMA,LIMA,ATE,07:00 a. m.,300,260,40,9
037768,LIMA,LIMA,ATE,07:43 a. m.,300,244,22,8
037769,LIMA,LIMA,ATE,07:56 a. m.,230,178,38,7
037775,LIMA,LIMA,ATE,07:00 a. m.,300,245,38,3
037770,LIMA,LIMA,ATE,07:07 a. m.,300,255,46,2
037771,LIMA,LIMA,ATE,06:40 a. m.,300,244,61,6
037772,LIMA,LIMA,ATE,07:10 a. m.,300,248,31,7
037774,LIMA,LIMA,ATE,07:30 a. m.,300,247,33,9
037776,LIMA,LIMA,ATE,07:00 a. m.,300,235,37,8
037773,LIMA,LIMA,ATE,07:00 a. m.,300,248,40,5
037778,LIMA,LIMA,ATE,07:00 a. m.,300,240,43,6
037777,LIMA,LIMA,ATE,07:07 a. m.,300,249,34,12
037780,LIMA,LIMA,ATE,07:34 a. m.,300,241,33,6
037781,LIMA,LIMA,ATE,06:49 a. m.,300,243,31,6
037779,LIMA,LIMA,ATE,06:48 a. m.,300,244,50,4
037783,LIMA,LIMA,ATE,07:16 a. m.,300,250,30,12
037782,LIMA,LIMA,ATE,07:13 a. m.,300,229,35,6
037785,LIMA,LIMA,ATE,09:00 a. m.,300,241,29,2
037786,LIMA,LIMA,ATE,08:00 a. m.,300,35,33,5
037784,LIMA,LIMA,ATE,07:28 a. m.,300,245,43,8
037788,LIMA,LIMA,ATE,07:14 a. m.,300,234,25,5
037787,LIMA,LIMA,ATE,07:24 a. m.,300,254,34,14
037791,LIMA,LIMA,ATE,07:10 a. m.,300,238,46,1
037789,LIMA,LIMA,ATE,07:00 a. m.,300,240,29,6
037790,LIMA,LIMA,ATE,07:30 a. m.,300,251,25,6
037793,LIMA,LIMA,ATE,07:22 a. m.,300,243,50,4
037792,LIMA,LIMA,ATE,07:19 a. m.,300,241,34,7
037794,LIMA,LIMA,ATE,08:12 a. m.,300,252,52,7
037795,LIMA,LIMA,ATE,07:26 a. m.,300,248,39,7
037798,LIMA,LIMA,ATE,06:57 a. m.,300,236,16,13
037797,LIMA,LIMA,ATE,07:00 a. m.,300,234,32,7
037796,LIMA,LIMA,ATE,06:43 a. m.,255,185,22,11
037799,LIMA,LIMA,ATE,07:00 a. m.,300,217,31,16
037800,LIMA,LIMA,ATE,07:02 a. m.,300,228,33,17
037802,LIMA,LIMA,ATE,06:51 a. m.,300,229,29,16
037801,LIMA,LIMA,ATE,07:43 a. m.,300,227,23,9
037805,LIMA,LIMA,ATE,06:35 a. m.,300,213,20,18
037803,LIMA,LIMA,ATE,07:10 a. m.,300,232,26,10
037804,LIMA,LIMA,ATE,06:50 a. m.,300,234,28,18
037808,LIMA,LIMA,ATE,07:42 a. m.,300,230,25,16
037811,LIMA,LIMA,ATE,07:58 a. m.,300,218,30,6
037810,LIMA,LIMA,ATE,07:20 a. m.,300,221,28,15
037809,LIMA,LIMA,ATE,07:03 a. m.,300,227,29,4
037807,LIMA,LIMA,ATE,07:50 a. m.,300,228,25,19
037812,LIMA,LIMA,ATE,07:23 a. m.,300,228,22,22
037813,LIMA,LIMA,ATE,06:52 a. m.,300,224,24,16
037814,LIMA,LIMA,ATE,07:10 a. m.,300,230,29,10
037816,LIMA,LIMA,ATE,07:20 a. m.,300,238,33,9
037815,LIMA,LIMA,ATE,07:15 a. m.,300,235,26,12
037817,LIMA,LIMA,ATE,07:15 a. m.,300,231,34,19
037818,LIMA,LIMA,ATE,06:50 a. m.,300,237,37,10
037819,LIMA,LIMA,ATE,06:55 a. m.,300,224,22,19
037822,LIMA,LIMA,ATE,06:45 a. m.,300,224,19,12
037820,LIMA,LIMA,ATE,07:00 a. m.,300,233,29,13
037821,LIMA,LIMA,ATE,06:48 a. m.,300,228,27,15
037824,LIMA,LIMA,ATE,06:42 a. m.,300,286,84,0
037823,LIMA,LIMA,ATE,07:20 a. m.,266,244,75,2
037825,LIMA,LIMA,ATE,07:44 a. m.,300,284,94,3
037827,LIMA,LIMA,ATE,07:29 a. m.,300,284,102,5
037826,LIMA,LIMA,ATE,07:33 a. m.,300,281,99,5
037831,LIMA,LIMA,ATE,07:17 a. m.,300,282,88,2
037828,LIMA,LIMA,ATE,08:01 a. m.,300,292,99,1
037829,LIMA,LIMA,ATE,07:23 a. m.,300,288,80,0
037830,LIMA,LIMA,ATE,07:12 a. m.,300,280,81,1
037832,LIMA,LIMA,ATE,07:11 a. m.,300,292,98,2
037833,LIMA,LIMA,ATE,07:09 a. m.,271,252,26,8
037834,LIMA,LIMA,ATE,07:39 a. m.,300,285,29,9
037836,LIMA,LIMA,ATE,07:30 a. m.,300,288,33,18
037835,LIMA,LIMA,ATE,06:48 a. m.,300,288,27,12
037837,LIMA,LIMA,ATE,07:33 a. m.,300,284,28,24
037838,LIMA,LIMA,ATE,07:12 a. m.,300,283,28,10
037839,LIMA,LIMA,ATE,07:18 a. m.,300,289,44,11
037840,LIMA,LIMA,ATE,06:25 a. m.,300,285,26,14
037841,LIMA,LIMA,ATE,06:50 a. m.,300,292,32,12
037842,LIMA,LIMA,ATE,08:21 a. m.,262,189,29,9
037848,LIMA,LIMA,ATE,08:41 a. m.,300,237,28,5
037849,LIMA,LIMA,ATE,07:30 a. m.,300,235,36,8
037843,LIMA,LIMA,ATE,07:23 a. m.,300,248,27,8
037845,LIMA,LIMA,ATE,06:52 a. m.,300,230,24,10
037846,LIMA,LIMA,ATE,07:30 a. m.,300,230,28,10
037847,LIMA,LIMA,ATE,07:46 a. m.,300,233,24,10
037844,LIMA,LIMA,ATE,06:56 a. m.,300,235,21,12
037851,LIMA,LIMA,ATE,08:32 a. m.,300,230,22,5
037854,LIMA,LIMA,ATE,07:59 a. m.,300,238,34,12
037850,LIMA,LIMA,ATE,08:29 a. m.,300,240,31,8
037853,LIMA,LIMA,ATE,08:22 a. m.,300,215,24,7
037852,LIMA,LIMA,ATE,08:17 a. m.,300,242,35,8
037859,LIMA,LIMA,ATE,07:42 a. m.,300,218,22,12
037855,LIMA,LIMA,ATE,07:12 a. m.,300,229,18,4
037856,LIMA,LIMA,ATE,07:09 a. m.,300,224,30,7
037860,LIMA,LIMA,ATE,07:00 a. m.,230,189,33,7
037862,LIMA,LIMA,ATE,06:58 a. m.,300,244,50,10
037858,LIMA,LIMA,ATE,06:59 a. m.,300,231,27,7
037861,LIMA,LIMA,ATE,07:07 a. m.,300,245,27,7
037864,LIMA,LIMA,ATE,07:19 a. m.,300,245,33,3
037866,LIMA,LIMA,ATE,06:59 a. m.,300,241,29,12
037868,LIMA,LIMA,ATE,07:50 a. m.,300,257,30,6
037863,LIMA,LIMA,ATE,07:05 a. m.,300,239,27,14
037867,LIMA,LIMA,ATE,06:43 a. m.,300,244,42,9
037869,LIMA,LIMA,ATE,07:13 a. m.,300,231,30,10
037865,LIMA,LIMA,ATE,07:39 a. m.,300,246,25,7
037870,LIMA,LIMA,ATE,06:45 a. m.,300,251,36,8
