table_id,department,province,district,installation_time,eligible_voters,total_voted,rp,jpp
050014,LIMA,LIMA,SAN MIGUEL,07:46 a. m.,299,285,88,1
050013,LIMA,LIMA,SAN MIGUEL,07:45 a. m.,299,280,121,3
050018,LIMA,LIMA,SAN MIGUEL,08:42 a. m.,299,231,77,1
050019,LIMA,LIMA,SAN MIGUEL,08:33 a. m.,299,239,72,2
050016,LIMA,LIMA,SAN MIGUEL,09:00 a. m.,299,237,75,1
050020,LIMA,LIMA,SAN MIGUEL,08:46 a. m.,299,250,86,4
050021,LIMA,LIMA,SAN MIGUEL,08:25 a. m.,299,246,78,0
050024,LIMA,LIMA,SAN MIGUEL,08:40 a. m.,299,242,85,1
050022,LIMA,LIMA,SAN MIGUEL,08:37 a. m.,299,250,87,2
050026,LIMA,LIMA,SAN MIGUEL,09:57 a. m.,299,243,87,2
050023,LIMA,LIMA,SAN MIGUEL,08:27 a. m.,299,231,87,1
050027,LIMA,LIMA,SAN MIGUEL,08:48 a. m.,299,242,83,1
050025,LIMA,LIMA,SAN MIGUEL,08:39 a. m.,299,234,70,3
050030,LIMA,LIMA,SAN MIGUEL,10:18 a. m.,299,227,60,1
050029,LIMA,LIMA,SAN MIGUEL,08:20 a. m.,299,244,79,1
050031,LIMA,LIMA,SAN MIGUEL,09:11 a. m.,299,250,86,2
050028,LIMA,LIMA,SAN MIGUEL,08:40 a. m.,299,240,92,1
050033,LIMA,LIMA,SAN MIGUEL,08:41 a. m.,299,245,89,1
050035,LIMA,LIMA,SAN MIGUEL,08:42 a. m.,299,238,76,0
050034,LIMA,LIMA,SAN MIGUEL,08:26 a. m.,299,226,75,3
050032,LIMA,LIMA,SAN MIGUEL,08:14 a. m.,299,244,79,2
050038,LIMA,LIMA,SAN MIGUEL,08:56 a. m.,299,203,57,1
050037,LIMA,LIMA,SAN MIGUEL,08:02 a. m.,299,270,80,1
050036,LIMA,LIMA,SAN MIGUEL,08:27 a. m.,299,243,75,2
050039,LIMA,LIMA,SAN MIGUEL,08:44 a. m.,299,225,80,3
050041,LIMA,LIMA,SAN MIGUEL,09:18 a. m.,299,245,77,2
050043,LIMA,LIMA,SAN MIGUEL,07:00 a. m.,299,227,72,0
050044,LIMA,LIMA,SAN MIGUEL,07:00 a. m.,299,235,71,2
050045,LIMA,LIMA,SAN MIGUEL,08:15 a. m.,299,223,81,0
050042,LIMA,LIMA,SAN MIGUEL,08:10 a. m.,299,234,85,3
050046,LIMA,LIMA,SAN MIGUEL,07:44 a. m.,299,240,69,3
050047,LIMA,LIMA,SAN MIGUEL,07:00 a. m.,299,220,81,2
050048,LIMA,LIMA,SAN MIGUEL,10:00 a. m.,299,220,58,2
050049,LIMA,LIMA,SAN MIGUEL,09:48 a. m.,299,227,82,1
050051,LIMA,LIMA,SAN MIGUEL,09:10 a. m.,299,237,70,0
050050,LIMA,LIMA,SAN MIGUEL,08:41 a. m.,299,244,85,1
050053,LIMA,LIMA,SAN MIGUEL,08:51 a. m.,299,241,63,2
050052,LIMA,LIMA,SAN MIGUEL,08:25 a. m.,299,239,80,3
050054,LIMA,LIMA,SAN MIGUEL,09:18 a. m.,299,228,81,1
050055,LIMA,LIMA,SAN MIGUEL,08:40 a. m.,299,234,84,2
050056,LIMA,LIMA,SAN MIGUEL,09:32 a. m.,299,240,73,4
050057,LIMA,LIMA,SAN MIGUEL,09:04 a. m.,299,249,79,3
050058,LIMA,LIMA,SAN MIGUEL,08:47 a. m.,299,231,77,1
050062,LIMA,LIMA,SAN MIGUEL,10:12 a. m.,299,227,73,1
050061,LIMA,LIMA,SAN MIGUEL,08:22 a. m.,299,217,70,0
050066,LIMA,LIMA,SAN MIGUEL,08:41 a. m.,299,241,60,1
050065,LIMA,LIMA,SAN MIGUEL,08:37 a. m.,299,231,73,0
050069,LIMA,LIMA,SAN MIGUEL,08:10 a. m.,299,236,61,1
050080,LIMA,LIMA,SAN MIGUEL,09:17 a. m.,299,237,63,1
050072,LIMA,LIMA,SAN MIGUEL,08:00 a. m.,299,228,81,3
050083,LIMA,LIMA,SAN MIGUEL,08:47 a. m.,299,236,78,3
050087,LIMA,LIMA,SAN MIGUEL,07:19 a. m.,299,258,83,0
050081,LIMA,LIMA,SAN MIGUEL,09:02 a. m.,299,252,74,2
050084,LIMA,LIMA,SAN MIGUEL,08:02 a. m.,299,263,98,1
050085,LIMA,LIMA,SAN MIGUEL,08:09 a. m.,299,246,86,1
050090,LIMA,LIMA,SAN MIGUEL,08:32 a. m.,299,263,85,1
050088,LIMA,LIMA,SAN MIGUEL,07:29 a. m.,299,261,92,0
050086,LIMA,LIMA,SAN MIGUEL,07:56 a. m.,299,254,91,1
050093,LIMA,LIMA,SAN MIGUEL,10:00 a. m.,299,247,82,2
050091,LIMA,LIMA,SAN MIGUEL,08:34 a. m.,299,254,87,1
050089,LIMA,LIMA,SAN MIGUEL,07:48 a. m.,299,257,76,1
050092,LIMA,LIMA,SAN MIGUEL,07:30 a. m.,299,245,79,0
050094,LIMA,LIMA,SAN MIGUEL,08:28 a. m.,299,245,83,1
050095,LIMA,LIMA,SAN MIGUEL,08:30 a. m.,299,245,74,0
050098,LIMA,LIMA,SAN MIGUEL,09:06 a. m.,299,233,63,1
050096,LIMA,LIMA,SAN MIGUEL,09:30 a. m.,299,238,79,1
050097,LIMA,LIMA,SAN MIGUEL,09:59 a. m.,299,244,87,0
050101,LIMA,LIMA,SAN MIGUEL,09:04 a. m.,299,253,79,1
050099,LIMA,LIMA,SAN MIGUEL,09:35 a. m.,299,233,84,2
050102,LIMA,LIMA,SAN MIGUEL,09:26 a. m.,299,247,83,0
050104,LIMA,LIMA,SAN MIGUEL,09:00 a. m.,299,251,88,1
050100,LIMA,LIMA,SAN MIGUEL,08:42 a. m.,299,236,76,0
050103,LIMA,LIMA,SAN MIGUEL,09:15 a. m.,299,235,79,1
050105,LIMA,LIMA,SAN MIGUEL,08:26 a. m.,299,246,93,1
050107,LIMA,LIMA,SAN MIGUEL,09:34 a. m.,299,234,75,2
050108,LIMA,LIMA,SAN MIGUEL,10:35 a. m.,299,231,71,2
050106,LIMA,LIMA,SAN MIGUEL,08:38 a. m.,299,249,83,2
050109,LIMA,LIMA,SAN MIGUEL,09:05 a. m.,299,232,92,1
050112,LIMA,LIMA,SAN MIGUEL,09:30 a. m.,299,247,78,3
050110,LIMA,LIMA,SAN MIGUEL,09:26 a. m.,299,247,82,2
050111,LIMA,LIMA,SAN MIGUEL,09:30 a. m.,299,236,82,2
050113,LIMA,LIMA,SAN MIGUEL,08:38 a. m.,299,251,80,3
050114,LIMA,LIMA,SAN MIGUEL,08:54 a. m.,299,244,80,2
050116,LIMA,LIMA,SAN MIGUEL,08:48 a. m.,299,253,92,2
050120,LIMA,LIMA,SAN MIGUEL,07:00 a. m.,299,243,63,1
050117,LIMA,LIMA,SAN MIGUEL,08:59 a. m.,299,236,78,2
050119,LIMA,LIMA,SAN MIGUEL,11:13 a. m.,299,238,83,0
050115,LIMA,LIMA,SAN MIGUEL,09:20 a. m.,299,228,62,0
050118,LIMA,LIMA,SAN MIGUEL,10:46 a. m.,299,238,89,0
050122,LIMA,LIMA,SAN MIGUEL,09:11 a. m.,299,240,71,0
050124,LIMA,LIMA,SAN MIGUEL,09:52 a. m.,299,230,78,4
050125,LIMA,LIMA,SAN MIGUEL,09:09 a. m.,299,236,66,1
050127,LIMA,LIMA,SAN MIGUEL,09:23 a. m.,299,237,87,1
050126,LIMA,LIMA,SAN MIGUEL,09:27 a. m.,299,246,70,4
050123,LIMA,LIMA,SAN MIGUEL,10:14 a. m.,299,235,78,3
050132,LIMA,LIMA,SAN MIGUEL,07:11 a. m.,299,286,84,1
050128,LIMA,LIMA,SAN MIGUEL,09:30 a. m.,299,245,71,0
050133,LIMA,LIMA,SAN MIGUEL,07:25 a. m.,299,274,98,0
050136,LIMA,LIMA,SAN MIGUEL,07:20 a. m.,299,278,71,0
050131,LIMA,LIMA,SAN MIGUEL,07:52 a. m.,299,280,110,0
050134,LIMA,LIMA,SAN MIGUEL,07:15 a. m.,299,270,84,1
050138,LIMA,LIMA,SAN MIGUEL,11:12 a. m.,299,214,48,7
050135,LIMA,LIMA,SAN MIGUEL,06:58 a. m.,299,275,88,1
050137,LIMA,LIMA,SAN MIGUEL,07:06 a. m.,299,286,108,0
050139,LIMA,LIMA,SAN MIGUEL,11:04 a. m.,299,245,53,5
050140,LIMA,LIMA,SAN MIGUEL,10:42 a. m.,299,235,51,4
050141,LIMA,LIMA,SAN MIGUEL,11:11 a. m.,299,230,42,6
050143,LIMA,LIMA,SAN MIGUEL,10:30 a. m.,299,239,51,6
050142,LIMA,LIMA,SAN MIGUEL,10:45 a. m.,299,245,57,3
050146,LIMA,LIMA,SAN MIGUEL,10:53 a. m.,299,244,55,9
050145,LIMA,LIMA,SAN MIGUEL,10:35 a. m.,299,246,49,7
050144,LIMA,LIMA,SAN MIGUEL,10:33 a. m.,299,242,56,5
050147,LIMA,LIMA,SAN MIGUEL,10:42 a. m.,299,239,50,6
050149,LIMA,LIMA,SAN MIGUEL,08:43 a. m.,299,226,84,1
050148,LIMA,LIMA,SAN MIGUEL,08:29 a. m.,299,221,62,0
050150,LIMA,LIMA,SAN MIGUEL,09:06 a. m.,299,226,78,1
050152,LIMA,LIMA,SAN MIGUEL,09:08 a. m.,299,245,71,2
050154,LIMA,LIMA,SAN MIGUEL,09:04 a. m.,299,246,77,1
050153,LIMA,LIMA,SAN MIGUEL,08:03 a. m.,299,235,77,2
050155,LIMA,LIMA,SAN MIGUEL,09:24 a. m.,299,243,69,4
050151,LIMA,LIMA,SAN MIGUEL,09:22 a. m.,299,241,81,0
050157,LIMA,LIMA,SAN MIGUEL,08:36 a. m.,299,239,77,2
050156,LIMA,LIMA,SAN MIGUEL,08:30 a. m.,299,240,71,2
050163,LIMA,LIMA,SAN MIGUEL,10:24 a. m.,299,278,102,0
050158,LIMA,LIMA,SAN MIGUEL,10:19 a. m.,299,278,84,0
050166,LIMA,LIMA,SAN MIGUEL,10:02 a. m.,299,243,87,2
050167,LIMA,LIMA,SAN MIGUEL,08:32 a. m.,299,241,93,4
050161,LIMA,LIMA,SAN MIGUEL,10:10 a. m.,299,284,93,1
050168,LIMA,LIMA,SAN MIGUEL,08:07 a. m.,299,250,84,1
050164,LIMA,LIMA,SAN MIGUEL,09:33 a. m.,299,237,84,1
050170,LIMA,LIMA,SAN MIGUEL,07:33 a. m.,299,256,88,2
050173,LIMA,LIMA,SAN MIGUEL,07:22 a. m.,299,243,89,2
050171,LIMA,LIMA,SAN MIGUEL,09:11 a. m.,299,241,81,3
050169,LIMA,LIMA,SAN MIGUEL,08:04 a. m.,299,262,90,1
050172,LIMA,LIMA,SAN MIGUEL,09:00 a. m.,299,250,83,1
050175,LIMA,LIMA,SAN MIGUEL,08:15 a. m.,299,244,80,0
050174,LIMA,LIMA,SAN MIGUEL,07:00 a. m.,299,247,90,0
050177,LIMA,LIMA,SAN MIGUEL,07:27 a. m.,299,250,67,4
050176,LIMA,LIMA,SAN MIGUEL,08:34 a. m.,299,245,87,4
050178,LIMA,LIMA,SAN MIGUEL,08:03 a. m.,299,257,81,2
050180,LIMA,LIMA,SAN MIGUEL,08:10 a. m.,299,250,94,1
050179,LIMA,LIMA,SAN MIGUEL,08:39 a. m.,299,253,96,2
050188,LIMA,LIMA,SAN MIGUEL,11:07 a. m.,299,221,56,5
050185,LIMA,LIMA,SAN MIGUEL,11:06 a. m.,299,224,55,5
050187,LIMA,LIMA,SAN MIGUEL,11:53 a. m.,299,222,67,7
050192,LIMA,LIMA,SAN MIGUEL,11:17 a. m.,299,226,52,2
050186,LIMA,LIMA,SAN MIGUEL,10:51 a. m.,299,228,67,2
050191,LIMA,LIMA,SAN MIGUEL,10:42 a. m.,299,228,66,1
050194,LIMA,LIMA,SAN MIGUEL,11:11 a. m.,299,224,75,1
050193,LIMA,LIMA,SAN MIGUEL,11:22 a. m.,299,229,71,4
050197,LIMA,LIMA,SAN MIGUEL,11:12 a. m.,299,217,66,2
050199,LIMA,LIMA,SAN MIGUEL,11:00 a. m.,299,238,60,2
050204,LIMA,LIMA,SAN MIGUEL,10:59 a. m.,299,233,63,2
050198,LIMA,LIMA,SAN MIGUEL,11:06 a. m.,299,222,53,3
050202,LIMA,LIMA,SAN MIGUEL,11:22 a. m.,299,235,69,0
050205,LIMA,LIMA,SAN MIGUEL,11:43 a. m.,299,214,49,3
050203,LIMA,LIMA,SAN MIGUEL,11:25 a. m.,299,224,67,0
050206,LIMA,LIMA,SAN MIGUEL,11:40 a. m.,299,218,58,1
050201,LIMA,LIMA,SAN MIGUEL,11:43 a. m.,299,229,49,4
050213,LIMA,LIMA,SAN MIGUEL,11:15 a. m.,299,231,60,2
050214,LIMA,LIMA,SAN MIGUEL,10:47 a. m.,299,231,77,0
050216,LIMA,LIMA,SAN MIGUEL,11:25 a. m.,299,225,44,4
050217,LIMA,LIMA,SAN MIGUEL,11:15 a. m.,299,220,50,2
050215,LIMA,LIMA,SAN MIGUEL,11:10 a. m.,299,235,56,5
050218,LIMA,LIMA,SAN MIGUEL,11:38 a. m.,299,226,52,2
050222,LIMA,LIMA,SAN MIGUEL,11:10 a. m.,299,218,57,1
050221,LIMA,LIMA,SAN MIGUEL,11:00 a. m.,299,225,60,7
050225,LIMA,LIMA,SAN MIGUEL,10:21 a. m.,299,213,54,1
050226,LIMA,LIMA,SAN MIGUEL,10:56 a. m.,299,225,56,0
050230,LIMA,LIMA,SAN MIGUEL,09:50 a. m.,299,227,69,2
050234,LIMA,LIMA,SAN MIGUEL,11:00 a. m.,299,251,77,3
050233,LIMA,LIMA,SAN MIGUEL,10:14 a. m.,299,250,73,0
050235,LIMA,LIMA,SAN MIGUEL,09:58 a. m.,299,244,87,0
050232,LIMA,LIMA,SAN MIGUEL,07:00 a. m.,299,249,66,1
050231,LIMA,LIMA,SAN MIGUEL,10:10 a. m.,299,254,90,1
050239,LIMA,LIMA,SAN MIGUEL,06:39 a. m.,299,242,82,4
050243,LIMA,LIMA,SAN MIGUEL,11:28 a. m.,299,232,80,3
050237,LIMA,LIMA,SAN MIGUEL,11:55 a. m.,299,219,82,1
050236,LIMA,LIMA,SAN MIGUEL,11:38 a. m.,299,231,75,0
050238,LIMA,LIMA,SAN MIGUEL,06:51 a. m.,299,246,75,1
050242,LIMA,LIMA,SAN MIGUEL,11:44 a. m.,299,247,74,1
050241,LIMA,LIMA,SAN MIGUEL,11:45 a. m.,299,229,76,2
050246,LIMA,LIMA,SAN MIGUEL,11:37 a. m.,299,237,76,2
050240,LIMA,LIMA,SAN MIGUEL,11:25 a. m.,299,227,69,1
050245,LIMA,LIMA,SAN MIGUEL,11:22 a. m.,299,239,84,2
050244,LIMA,LIMA,SAN MIGUEL,11:07 a. m.,299,245,75,3
050248,LIMA,LIMA,SAN MIGUEL,11:25 a. m.,299,229,68,1
050247,LIMA,LIMA,SAN MIGUEL,11:45 a. m.,299,240,80,2
050250,LIMA,LIMA,SAN MIGUEL,11:27 a. m.,299,235,80,1
050259,LIMA,LIMA,SAN MIGUEL,07:31 a. m.,299,206,67,0
050249,LIMA,LIMA,SAN MIGUEL,11:52 a. m.,299,237,66,5
050262,LIMA,LIMA,SAN MIGUEL,08:29 a. m.,299,221,74,3
050251,LIMA,LIMA,SAN MIGUEL,11:34 a. m.,299,238,66,0
050263,LIMA,LIMA,SAN MIGUEL,08:34 a. m.,299,260,91,0
050258,LIMA,LIMA,SAN MIGUEL,07:53 a. m.,299,208,58,1
050260,LIMA,LIMA,SAN MIGUEL,08:00 a. m.,299,226,68,1
050265,LIMA,LIMA,SAN MIGUEL,08:06 a. m.,299,262,93,2
050264,LIMA,LIMA,SAN MIGUEL,08:50 a. m.,299,256,82,3
050261,LIMA,LIMA,SAN MIGUEL,08:09 a. m.,299,204,69,2
050266,LIMA,LIMA,SAN MIGUEL,08:30 a. m.,299,261,85,3
050269,LIMA,LIMA,SAN MIGUEL,08:02 a. m.,299,237,58,2
050270,LIMA,LIMA,SAN MIGUEL,08:02 a. m.,299,243,66,2
050271,LIMA,LIMA,SAN MIGUEL,07:56 a. m.,299,243,72,1
050268,LIMA,LIMA,SAN MIGUEL,08:20 a. m.,299,216,60,1
050267,LIMA,LIMA,SAN MIGUEL,09:14 a. m.,299,264,90,2
050272,LIMA,LIMA,SAN MIGUEL,08:52 a. m.,299,247,55,1
050274,LIMA,LIMA,SAN MIGUEL,08:58 a. m.,299,229,65,2
050277,LIMA,LIMA,SAN MIGUEL,08:15 a. m.,299,255,83,0
050273,LIMA,LIMA,SAN MIGUEL,08:22 a. m.,299,240,71,0
050276,LIMA,LIMA,SAN MIGUEL,08:10 a. m.,299,259,90,1
050286,LIMA,LIMA,SAN MIGUEL,09:08 a. m.,299,232,78,1
050279,LIMA,LIMA,SAN MIGUEL,09:14 a. m.,299,263,83,2
050284,LIMA,LIMA,SAN MIGUEL,09:47 a. m.,299,226,78,2
050280,LIMA,LIMA,SAN MIGUEL,09:20 a. m.,299,227,77,1
050283,LIMA,LIMA,SAN MIGUEL,09:56 a. m.,299,233,82,0
050278,LIMA,LIMA,SAN MIGUEL,07:58 a. m.,299,265,72,2
050281,LIMA,LIMA,SAN MIGUEL,09:25 a. m.,299,226,65,0
050282,LIMA,LIMA,SAN MIGUEL,09:46 a. m.,299,220,78,2
050285,LIMA,LIMA,SAN MIGUEL,09:47 a. m.,299,222,82,2
050288,LIMA,LIMA,SAN MIGUEL,10:46 a. m.,299,239,58,5
050292,LIMA,LIMA,SAN MIGUEL,09:22 a. m.,299,23,78,1
050287,LIMA,LIMA,SAN MIGUEL,09:45 a. m.,299,230,73,2
050290,LIMA,LIMA,SAN MIGUEL,10:38 a. m.,299,227,52,5
050289,LIMA,LIMA,SAN MIGUEL,09:00 a. m.,299,243,69,2
050299,LIMA,LIMA,SAN MIGUEL,10:36 a. m.,299,218,74,1
050294,LIMA,LIMA,SAN MIGUEL,09:00 a. m.,299,233,70,3
050300,LIMA,LIMA,SAN MIGUEL,09:50 a. m.,299,226,64,2
050293,LIMA,LIMA,SAN MIGUEL,09:29 a. m.,299,240,78,3
050297,LIMA,LIMA,SAN MIGUEL,09:02 a. m.,299,224,58,3
050298,LIMA,LIMA,SAN MIGUEL,09:15 a. m.,299,246,63,1
050296,LIMA,LIMA,SAN MIGUEL,09:16 a. m.,299,227,73,1
050291,LIMA,LIMA,SAN MIGUEL,08:54 a. m.,299,235,65,1
050302,LIMA,LIMA,SAN MIGUEL,09:00 a. m.,299,232,67,2
050301,LIMA,LIMA,SAN MIGUEL,09:00 a. m.,299,219,62,0
050305,LIMA,LIMA,SAN MIGUEL,09:00 a. m.,299,229,72,3
050309,LIMA,LIMA,SAN MIGUEL,09:39 a. m.,299,241,69,1
050331,LIMA,LIMA,SAN MIGUEL,10:17 a. m.,299,201,61,0
050313,LIMA,LIMA,SAN MIGUEL,09:40 a. m.,299,222,66,5
050330,LIMA,LIMA,SAN MIGUEL,10:11 a. m.,299,204,74,0
050353,LIMA,LIMA,SAN MIGUEL,09:33 a. m.,299,206,68,1
050356,LIMA,LIMA,SAN MIGUEL,10:25 a. m.,299,202,58,4
050355,LIMA,LIMA,SAN MIGUEL,10:08 a. m.,299,214,70,0
050329,LIMA,LIMA,SAN MIGUEL,10:19 a. m.,299,210,53,3
050359,LIMA,LIMA,SAN MIGUEL,10:30 a. m.,299,204,63,1
050351,LIMA,LIMA,SAN MIGUEL,10:12 a. m.,299,203,60,0
050363,LIMA,LIMA,SAN MIGUEL,10:05 a. m.,299,220,62,1
050360,LIMA,LIMA,SAN MIGUEL,10:25 a. m.,299,212,72,0
050361,LIMA,LIMA,SAN MIGUEL,09:27 a. m.,299,208,56,2
050370,LIMA,LIMA,SAN MIGUEL,09:30 a. m.,299,207,58,3
050366,LIMA,LIMA,SAN MIGUEL,10:00 a. m.,299,201,59,3
050367,LIMA,LIMA,SAN MIGUEL,10:40 a. m.,299,210,48,2
050368,LIMA,LIMA,SAN MIGUEL,10:10 a. m.,299,207,53,2
050371,LIMA,LIMA,SAN MIGUEL,10:00 a. m.,299,203,66,2
050376,LIMA,LIMA,SAN MIGUEL,08:46 a. m.,299,206,77,4
050369,LIMA,LIMA,SAN MIGUEL,10:16 a. m.,299,219,64,4
050373,LIMA,LIMA,SAN MIGUEL,09:33 a. m.,299,213,66,3
050375,LIMA,LIMA,SAN MIGUEL,08:24 a. m.,299,210,67,2
050378,LIMA,LIMA,SAN MIGUEL,09:45 a. m.,299,232,77,1
050372,LIMA,LIMA,SAN MIGUEL,08:52 a. m.,299,195,68,2
050377,LIMA,LIMA,SAN MIGUEL,09:18 a. m.,299,219,54,3
050374,LIMA,LIMA,SAN MIGUEL,10:13 a. m.,299,203,71,1
050379,LIMA,LIMA,SAN MIGUEL,09:22 a. m.,299,228,82,2
050382,LIMA,LIMA,SAN MIGUEL,09:00 a. m.,299,220,77,3
050381,LIMA,LIMA,SAN MIGUEL,09:08 a. m.,299,208,67,3
050383,LIMA,LIMA,SAN MIGUEL,10:12 a. m.,299,192,66,1
050385,LIMA,LIMA,SAN MIGUEL,08:57 a. m.,299,232,73,3
050380,LIMA,LIMA,SAN MIGUEL,09:46 a. m.,299,221,56,3
050387,LIMA,LIMA,SAN MIGUEL,11:01 a. m.,299,231,53,3
050386,LIMA,LIMA,SAN MIGUEL,09:09 a. m.,299,211,72,1
050384,LIMA,LIMA,SAN MIGUEL,10:12 a. m.,299,223,61,1
050388,LIMA,LIMA,SAN MIGUEL,09:17 a. m.,299,203,68,1
050389,LIMA,LIMA,SAN MIGUEL,08:50 a. m.,299,229,74,3
050390,LIMA,LIMA,SAN MIGUEL,09:16 a. m.,299,213,73,1
050391,LIMA,LIMA,SAN MIGUEL,09:36 a. m.,299,215,58,6
050393,LIMA,LIMA,SAN MIGUEL,10:00 a. m.,299,211,65,4
050392,LIMA,LIMA,SAN MIGUEL,10:07 a. m.,299,212,69,2
050395,LIMA,LIMA,SAN MIGUEL,09:55 a. m.,299,223,63,4
050396,LIMA,LIMA,SAN MIGUEL,09:55 a. m.,299,230,58,0
050394,LIMA,LIMA,SAN MIGUEL,09:40 a. m.,299,215,67,1
050397,LIMA,LIMA,SAN MIGUEL,10:00 a. m.,299,214,66,6
050398,LIMA,LIMA,SAN MIGUEL,11:36 a. m.,299,205,64,1
050400,LIMA,LIMA,SAN MIGUEL,10:15 a. m.,299,210,68,2
050399,LIMA,LIMA,SAN MIGUEL,09:03 a. m.,299,210,51,2
050401,LIMA,LIMA,SAN MIGUEL,08:55 a. m.,299,224,64,1
050402,LIMA,LIMA,SAN MIGUEL,09:14 a. m.,299,192,48,1
050404,LIMA,LIMA,SAN MIGUEL,09:21 a. m.,299,215,43,3
050405,LIMA,LIMA,SAN MIGUEL,09:35 a. m.,299,227,56,4
050409,LIMA,LIMA,SAN MIGUEL,09:04 a. m.,299,230,52,3
050412,LIMA,LIMA,SAN MIGUEL,08:34 a. m.,299,231,60,3
050411,LIMA,LIMA,SAN MIGUEL,08:35 a. m.,299,237,75,1
050408,LIMA,LIMA,SAN MIGUEL,09:15 a. m.,299,220,58,0
050414,LIMA,LIMA,SAN MIGUEL,09:03 a. m.,299,268,74,2
050410,LIMA,LIMA,SAN MIGUEL,09:12 a. m.,299,214,51,5
050413,LIMA,LIMA,SAN MIGUEL,09:09 a. m.,299,262,85,2
050416,LIMA,LIMA,SAN MIGUEL,09:37 a. m.,299,263,78,1
050417,LIMA,LIMA,SAN MIGUEL,10:06 a. m.,299,261,91,0
050419,LIMA,LIMA,SAN MIGUEL,10:15 a. m.,299,255,69,2
050418,LIMA,LIMA,SAN MIGUEL,09:30 a. m.,299,257,72,2
050415,LIMA,LIMA,SAN MIGUEL,09:06 a. m.,299,256,65,1
050421,LIMA,LIMA,SAN MIGUEL,09:34 a. m.,299,250,78,0
050422,LIMA,LIMA,SAN MIGUEL,09:19 a. m.,299,255,65,1
050420,LIMA,LIMA,SAN MIGUEL,09:25 a. m.,299,255,73,4
050423,LIMA,LIMA,SAN MIGUEL,10:16 a. m.,299,253,81,0
050430,LIMA,LIMA,SANTA MARIA DEL MAR,10:48 a. m.,258,220,128,2
050428,LIMA,LIMA,SANTA MARIA DEL MAR,11:22 a. m.,258,211,91,6
050424,LIMA,LIMA,SAN MIGUEL,09:34 a. m.,299,256,69,0
050427,LIMA,LIMA,SANTA MARIA DEL MAR,10:44 a. m.,239,180,83,4
050433,LIMA,LIMA,SANTA ROSA,07:32 a. m.,264,198,21,11
050429,LIMA,LIMA,SANTA MARIA DEL MAR,10:58 a. m.,258,200,85,7
050426,LIMA,LIMA,SAN MIGUEL,10:09 a. m.,299,254,72,3
050431,LIMA,LIMA,SANTA MARIA DEL MAR,11:13 a. m.,258,222,89,5
050432,LIMA,LIMA,SANTA MARIA DEL MAR,10:32 a. m.,257,208,103,5
050437,LIMA,LIMA,SANTA ROSA,08:10 a. m.,280,213,23,19
050434,LIMA,LIMA,SANTA ROSA,08:30 a. m.,280,215,21,18
050435,LIMA,LIMA,SANTA ROSA,07:10 a. m.,280,235,19,27
050438,LIMA,LIMA,SANTA ROSA,07:30 a. m.,280,211,19,16
050447,LIMA,LIMA,SANTA ROSA,07:00 a. m.,300,243,42,11
050436,LIMA,LIMA,SANTA ROSA,08:18 a. m.,280,216,23,11
050439,LIMA,LIMA,SANTA ROSA,07:59 a. m.,279,217,29,10
050445,LIMA,LIMA,SANTA ROSA,06:56 a. m.,268,225,44,10
050444,LIMA,LIMA,SANTA ROSA,07:58 a. m.,279,222,15,18
050442,LIMA,LIMA,SANTA ROSA,07:58 a. m.,279,222,22,10
050440,LIMA,LIMA,SANTA ROSA,07:55 a. m.,279,217,19,9
050452,LIMA,LIMA,SANTA ROSA,07:20 a. m.,300,244,39,14
050450,LIMA,LIMA,SANTA ROSA,07:04 a. m.,300,235,36,11
050451,LIMA,LIMA,SANTA ROSA,07:38 a. m.,300,254,51,11
050448,LIMA,LIMA,SANTA ROSA,07:00 a. m.,300,245,36,14
050455,LIMA,LIMA,SANTA ROSA,08:00 a. m.,300,242,33,15
050449,LIMA,LIMA,SANTA ROSA,07:48 a. m.,300,241,43,14
050454,LIMA,LIMA,SANTA ROSA,07:20 a. m.,278,215,32,14
050456,LIMA,LIMA,SANTA ROSA,07:30 a. m.,300,251,37,12
050457,LIMA,LIMA,SANTA ROSA,07:11 a. m.,300,236,27,13
050458,LIMA,LIMA,SANTA ROSA,07:21 a. m.,300,242,36,16
050461,LIMA,LIMA,SANTA ROSA,07:31 a. m.,280,251,78,3
050459,LIMA,LIMA,SANTA ROSA,08:16 a. m.,300,234,33,10
050462,LIMA,LIMA,SANTA ROSA,07:50 a. m.,300,270,65,3
050464,LIMA,LIMA,SANTA ROSA,06:27 a. m.,300,236,19,18
050460,LIMA,LIMA,SANTA ROSA,08:30 a. m.,300,252,38,19
050465,LIMA,LIMA,SANTA ROSA,07:24 a. m.,300,250,22,28
050463,LIMA,LIMA,SANTA ROSA,07:09 a. m.,230,172,18,13
050466,LIMA,LIMA,SANTA ROSA,06:56 a. m.,300,257,10,26
050469,LIMA,LIMA,SANTA ROSA,08:16 a. m.,300,238,23,13
050467,LIMA,LIMA,SANTA ROSA,06:40 a. m.,300,243,12,26
050468,LIMA,LIMA,SANTA ROSA,07:49 a. m.,285,215,19,16
050470,LIMA,LIMA,SANTA ROSA,07:32 a. m.,300,237,23,16
050473,LIMA,LIMA,SANTA ROSA,08:12 a. m.,300,230,27,8
050476,LIMA,LIMA,SANTA ROSA,07:12 a. m.,300,241,22,18
050471,LIMA,LIMA,SANTA ROSA,08:17 a. m.,300,233,18,13
050477,LIMA,LIMA,SANTA ROSA,06:50 a. m.,300,257,24,16
