table_id,dept,prov,dist,eligible_voters,total_voters
030428,LIMA,LIMA,LIMA,300,257
030429,LIMA,LIMA,LIMA,300,260
030430,LIMA,LIMA,LIMA,300,254
030431,LIMA,LIMA,LIMA,300,256
030432,LIMA,LIMA,LIMA,300,245
030433,LIMA,LIMA,LIMA,300,253
030434,LIMA,LIMA,LIMA,300,251
030435,LIMA,LIMA,LIMA,300,255
030436,LIMA,LIMA,LIMA,300,249
030437,LIMA,LIMA,LIMA,300,249
030438,LIMA,LIMA,LIMA,300,246
030439,LIMA,LIMA,LIMA,300,245
030440,LIMA,LIMA,LIMA,295,248
030441,LIMA,LIMA,LIMA,297,230
030442,LIMA,LIMA,LIMA,297,233
030443,LIMA,LIMA,LIMA,297,242
030444,LIMA,LIMA,LIMA,297,245
030445,LIMA,LIMA,LIMA,297,247
030446,LIMA,LIMA,LIMA,297,248
030447,LIMA,LIMA,LIMA,297,241
030448,LIMA,LIMA,LIMA,297,254
030449,LIMA,LIMA,LIMA,297,244
030450,LIMA,LIMA,LIMA,297,255
030451,LIMA,LIMA,LIMA,297,239
030452,LIMA,LIMA,LIMA,297,253
030453,LIMA,LIMA,LIMA,297,240
030454,LIMA,LIMA,LIMA,297,249
030455,LIMA,LIMA,LIMA,297,250
030456,LIMA,LIMA,LIMA,297,240
030457,LIMA,LIMA,LIMA,297,234
030458,LIMA,LIMA,LIMA,297,250
030459,LIMA,LIMA,LIMA,297,249
030460,LIMA,LIMA,LIMA,297,234
030461,LIMA,LIMA,LIMA,297,240
030462,LIMA,LIMA,LIMA,297,235
030463,LIMA,LIMA,LIMA,297,240
030464,LIMA,LIMA,LIMA,297,235
030465,LIMA,LIMA,LIMA,297,239
030466,LIMA,LIMA,LIMA,297,247
030467,LIMA,LIMA,LIMA,297,249
030468,LIMA,LIMA,LIMA,297,256
030469,LIMA,LIMA,LIMA,297,248
030470,LIMA,LIMA,LIMA,297,251
030471,LIMA,LIMA,LIMA,297,251
030472,LIMA,LIMA,LIMA,297,229
030473,LIMA,LIMA,LIMA,297,249
030474,LIMA,LIMA,LIMA,297,244
030475,LIMA,LIMA,LIMA,297,236
030476,LIMA,LIMA,LIMA,297,263
030477,LIMA,LIMA,LIMA,297,248
030478,LIMA,LIMA,LIMA,297,223
030479,LIMA,LIMA,LIMA,297,247
030480,LIMA,LIMA,LIMA,270,212
030481,LIMA,LIMA,LIMA,296,270
030482,LIMA,LIMA,LIMA,296,273
030483,LIMA,LIMA,LIMA,296,266
030484,LIMA,LIMA,LIMA,296,272
030485,LIMA,LIMA,LIMA,296,283
030486,LIMA,LIMA,LIMA,294,269
030487,LIMA,LIMA,LIMA,286,250
030488,LIMA,LIMA,LIMA,286,255
030489,LIMA,LIMA,LIMA,286,253
030490,LIMA,LIMA,LIMA,286,244
030491,LIMA,LIMA,LIMA,286,245
030492,LIMA,LIMA,LIMA,286,258
030493,LIMA,LIMA,LIMA,286,262
030494,LIMA,LIMA,LIMA,286,251
030495,LIMA,LIMA,LIMA,286,250
030496,LIMA,LIMA,LIMA,286,252
030497,LIMA,LIMA,LIMA,286,264
030498,LIMA,LIMA,LIMA,286,255
030499,LIMA,LIMA,LIMA,282,243
030500,LIMA,LIMA,LIMA,276,217
030501,LIMA,LIMA,LIMA,276,221
030502,LIMA,LIMA,LIMA,276,219
030503,LIMA,LIMA,LIMA,276,206
030504,LIMA,LIMA,LIMA,276,207
030505,LIMA,LIMA,LIMA,276,221
030506,LIMA,LIMA,LIMA,276,229
030507,LIMA,LIMA,LIMA,276,221
030508,LIMA,LIMA,LIMA,276,217
030509,LIMA,LIMA,LIMA,286,223
030510,LIMA,LIMA,LIMA,286,242
030511,LIMA,LIMA,LIMA,286,235
030512,LIMA,LIMA,LIMA,286,233
030513,LIMA,LIMA,LIMA,286,231
030514,LIMA,LIMA,LIMA,286,233
030515,LIMA,LIMA,LIMA,286,250
030516,LIMA,LIMA,LIMA,286,250
030517,LIMA,LIMA,LIMA,286,246
030518,LIMA,LIMA,LIMA,286,234
030519,LIMA,LIMA,LIMA,286,231
030520,LIMA,LIMA,LIMA,286,231
030521,LIMA,LIMA,LIMA,277,216
030522,LIMA,LIMA,LIMA,287,218
030523,LIMA,LIMA,LIMA,287,231
030524,LIMA,LIMA,LIMA,287,232
030525,LIMA,LIMA,LIMA,287,230
030526,LIMA,LIMA,LIMA,287,230
030527,LIMA,LIMA,LIMA,287,223
030528,LIMA,LIMA,LIMA,287,226
030529,LIMA,LIMA,LIMA,287,225
030530,LIMA,LIMA,LIMA,287,236
030531,LIMA,LIMA,LIMA,287,223
030532,LIMA,LIMA,LIMA,287,225
030533,LIMA,LIMA,LIMA,287,235
030534,LIMA,LIMA,LIMA,287,243
030535,LIMA,LIMA,LIMA,287,222
030536,LIMA,LIMA,LIMA,287,223
030537,LIMA,LIMA,LIMA,287,235
030538,LIMA,LIMA,LIMA,287,221
030539,LIMA,LIMA,LIMA,290,238
030540,LIMA,LIMA,LIMA,290,234
030541,LIMA,LIMA,LIMA,290,250
030542,LIMA,LIMA,LIMA,290,242
030543,LIMA,LIMA,LIMA,290,256
030544,LIMA,LIMA,LIMA,290,243
030545,LIMA,LIMA,LIMA,290,250
030546,LIMA,LIMA,LIMA,290,241
030547,LIMA,LIMA,LIMA,290,247
030548,LIMA,LIMA,LIMA,290,229
030549,LIMA,LIMA,LIMA,290,243
030550,LIMA,LIMA,LIMA,290,248
030551,LIMA,LIMA,LIMA,284,236
030552,LIMA,LIMA,LIMA,300,267
030553,LIMA,LIMA,LIMA,300,259
030554,LIMA,LIMA,LIMA,300,256
030555,LIMA,LIMA,LIMA,300,252
030556,LIMA,LIMA,LIMA,300,251
030557,LIMA,LIMA,LIMA,300,263
030558,LIMA,LIMA,LIMA,300,258
030559,LIMA,LIMA,LIMA,300,245
030560,LIMA,LIMA,LIMA,300,259
030561,LIMA,LIMA,LIMA,300,260
030562,LIMA,LIMA,LIMA,300,261
030563,LIMA,LIMA,LIMA,300,255
030564,LIMA,LIMA,LIMA,300,258
030565,LIMA,LIMA,LIMA,300,250
030566,LIMA,LIMA,LIMA,300,255
030567,LIMA,LIMA,LIMA,300,255
030568,LIMA,LIMA,LIMA,300,257
030569,LIMA,LIMA,LIMA,300,258
030570,LIMA,LIMA,LIMA,300,251
030571,LIMA,LIMA,LIMA,300,252
030572,LIMA,LIMA,LIMA,300,261
030573,LIMA,LIMA,LIMA,300,255
030574,LIMA,LIMA,LIMA,300,257
030575,LIMA,LIMA,LIMA,300,255
030576,LIMA,LIMA,LIMA,300,263
030577,LIMA,LIMA,LIMA,296,257
030578,LIMA,LIMA,LIMA,290,265
030579,LIMA,LIMA,LIMA,290,252
030580,LIMA,LIMA,LIMA,290,269
030581,LIMA,LIMA,LIMA,290,267
030582,LIMA,LIMA,LIMA,290,259
030583,LIMA,LIMA,LIMA,290,253
030584,LIMA,LIMA,LIMA,290,261
030585,LIMA,LIMA,LIMA,290,259
030586,LIMA,LIMA,LIMA,290,257
030587,LIMA,LIMA,LIMA,290,265
030588,LIMA,LIMA,LIMA,290,263
030589,LIMA,LIMA,LIMA,290,266
030590,LIMA,LIMA,LIMA,290,248
030591,LIMA,LIMA,LIMA,290,255
030592,LIMA,LIMA,LIMA,276,237
030593,LIMA,LIMA,LIMA,300,271
030594,LIMA,LIMA,LIMA,300,268
030595,LIMA,LIMA,LIMA,300,276
030596,LIMA,LIMA,LIMA,300,270
030597,LIMA,LIMA,LIMA,300,275
030598,LIMA,LIMA,LIMA,300,278
030599,LIMA,LIMA,LIMA,300,279
030600,LIMA,LIMA,LIMA,300,270
030601,LIMA,LIMA,LIMA,300,272
030602,LIMA,LIMA,LIMA,300,263
030603,LIMA,LIMA,LIMA,300,263
030604,LIMA,LIMA,LIMA,300,262
030605,LIMA,LIMA,LIMA,300,266
030606,LIMA,LIMA,LIMA,300,272
030607,LIMA,LIMA,LIMA,300,266
030608,LIMA,LIMA,LIMA,300,270
030609,LIMA,LIMA,LIMA,300,274
030610,LIMA,LIMA,LIMA,300,267
030611,LIMA,LIMA,LIMA,300,270
030612,LIMA,LIMA,LIMA,297,265
030613,LIMA,LIMA,LIMA,294,257
030614,LIMA,LIMA,LIMA,294,254
030615,LIMA,LIMA,LIMA,294,262
030616,LIMA,LIMA,LIMA,294,263
030617,LIMA,LIMA,LIMA,294,257
030618,LIMA,LIMA,LIMA,294,249
030619,LIMA,LIMA,LIMA,294,261
030620,LIMA,LIMA,LIMA,294,254
030621,LIMA,LIMA,LIMA,294,258
030622,LIMA,LIMA,LIMA,294,250
030623,LIMA,LIMA,LIMA,294,253
030624,LIMA,LIMA,LIMA,294,257
030625,LIMA,LIMA,LIMA,294,265
030626,LIMA,LIMA,LIMA,294,259
030627,LIMA,LIMA,LIMA,294,260
030628,LIMA,LIMA,LIMA,294,254
030629,LIMA,LIMA,LIMA,294,258
030630,LIMA,LIMA,LIMA,294,260
030631,LIMA,LIMA,LIMA,294,265
030632,LIMA,LIMA,LIMA,294,263
030633,LIMA,LIMA,LIMA,294,245
030634,LIMA,LIMA,LIMA,294,271
030635,LIMA,LIMA,LIMA,294,252
030636,LIMA,LIMA,LIMA,294,262
030637,LIMA,LIMA,LIMA,294,256
030638,LIMA,LIMA,LIMA,294,248
030639,LIMA,LIMA,LIMA,294,257
030640,LIMA,LIMA,LIMA,294,253
030641,LIMA,LIMA,LIMA,294,252
030642,LIMA,LIMA,LIMA,294,260
030643,LIMA,LIMA,LIMA,294,266
030644,LIMA,LIMA,LIMA,294,254
030645,LIMA,LIMA,LIMA,289,261
030646,LIMA,LIMA,LIMA,293,241
030647,LIMA,LIMA,LIMA,293,233
030648,LIMA,LIMA,LIMA,293,254
030649,LIMA,LIMA,LIMA,293,241
030650,LIMA,LIMA,LIMA,293,252
030651,LIMA,LIMA,LIMA,293,243
030652,LIMA,LIMA,LIMA,293,237
030653,LIMA,LIMA,LIMA,293,247
030654,LIMA,LIMA,LIMA,293,251
030655,LIMA,LIMA,LIMA,293,254
030656,LIMA,LIMA,LIMA,293,238
030657,LIMA,LIMA,LIMA,293,246
030658,LIMA,LIMA,LIMA,293,247
030659,LIMA,LIMA,LIMA,293,238
030660,LIMA,LIMA,LIMA,293,245
030661,LIMA,LIMA,LIMA,293,254
030662,LIMA,LIMA,LIMA,293,248
030663,LIMA,LIMA,LIMA,293,250
030664,LIMA,LIMA,LIMA,293,249
030665,LIMA,LIMA,LIMA,293,241
030666,LIMA,LIMA,LIMA,293,245
030667,LIMA,LIMA,LIMA,293,240
030668,LIMA,LIMA,LIMA,293,247
030669,LIMA,LIMA,LIMA,293,246
030670,LIMA,LIMA,LIMA,293,236
030671,LIMA,LIMA,LIMA,293,244
030672,LIMA,LIMA,LIMA,293,260
030673,LIMA,LIMA,LIMA,293,250
030674,LIMA,LIMA,LIMA,293,240
030675,LIMA,LIMA,LIMA,293,235
030676,LIMA,LIMA,LIMA,293,247
030677,LIMA,LIMA,LIMA,293,250
030678,LIMA,LIMA,LIMA,293,249
030679,LIMA,LIMA,LIMA,293,251
030680,LIMA,LIMA,LIMA,293,242
030681,LIMA,LIMA,LIMA,292,236
030682,LIMA,LIMA,LIMA,266,212
030683,LIMA,LIMA,LIMA,266,219
030684,LIMA,LIMA,LIMA,266,220
030685,LIMA,LIMA,LIMA,266,218
030686,LIMA,LIMA,LIMA,266,221
030687,LIMA,LIMA,LIMA,266,220
030688,LIMA,LIMA,LIMA,265,207
030689,LIMA,LIMA,LIMA,292,241
030690,LIMA,LIMA,LIMA,292,257
030691,LIMA,LIMA,LIMA,292,251
030692,LIMA,LIMA,LIMA,292,246
030693,LIMA,LIMA,LIMA,292,237
030694,LIMA,LIMA,LIMA,292,235
030695,LIMA,LIMA,LIMA,292,245
030696,LIMA,LIMA,LIMA,292,248
030697,LIMA,LIMA,LIMA,292,252
030698,LIMA,LIMA,LIMA,292,246
030699,LIMA,LIMA,LIMA,292,250
030700,LIMA,LIMA,LIMA,292,247
030701,LIMA,LIMA,LIMA,292,240
030702,LIMA,LIMA,LIMA,292,248
030703,LIMA,LIMA,LIMA,292,242
030704,LIMA,LIMA,LIMA,292,250
030705,LIMA,LIMA,LIMA,292,251
030706,LIMA,LIMA,LIMA,292,258
030707,LIMA,LIMA,LIMA,292,243
030708,LIMA,LIMA,LIMA,292,249
030709,LIMA,LIMA,LIMA,292,243
030710,LIMA,LIMA,LIMA,292,237
030711,LIMA,LIMA,LIMA,292,250
030712,LIMA,LIMA,LIMA,292,249
030713,LIMA,LIMA,LIMA,292,250
030714,LIMA,LIMA,LIMA,292,242
030715,LIMA,LIMA,LIMA,292,241
030716,LIMA,LIMA,LIMA,292,253
030717,LIMA,LIMA,LIMA,292,246
030718,LIMA,LIMA,LIMA,292,248
030719,LIMA,LIMA,LIMA,292,242
030720,LIMA,LIMA,LIMA,292,250
030721,LIMA,LIMA,LIMA,281,235
030722,LIMA,LIMA,LIMA,300,266
030723,LIMA,LIMA,LIMA,300,252
030724,LIMA,LIMA,LIMA,300,259
030725,LIMA,LIMA,LIMA,300,266
030726,LIMA,LIMA,LIMA,300,256
030727,LIMA,LIMA,LIMA,300,261
030728,LIMA,LIMA,LIMA,300,261
030729,LIMA,LIMA,LIMA,300,265
030730,LIMA,LIMA,LIMA,300,256
030731,LIMA,LIMA,LIMA,300,252
030732,LIMA,LIMA,LIMA,300,260
030733,LIMA,LIMA,LIMA,300,261
030734,LIMA,LIMA,LIMA,300,265
030735,LIMA,LIMA,LIMA,300,254
030736,LIMA,LIMA,LIMA,300,255
030737,LIMA,LIMA,LIMA,300,257
030738,LIMA,LIMA,LIMA,300,260
030739,LIMA,LIMA,LIMA,300,250
030740,LIMA,LIMA,LIMA,300,256
030741,LIMA,LIMA,LIMA,300,252
030742,LIMA,LIMA,LIMA,300,252
030743,LIMA,LIMA,LIMA,300,256
030744,LIMA,LIMA,LIMA,300,259
030745,LIMA,LIMA,LIMA,300,258
030746,LIMA,LIMA,LIMA,300,259
030747,LIMA,LIMA,LIMA,300,256
030748,LIMA,LIMA,LIMA,300,257
030749,LIMA,LIMA,LIMA,300,256
030750,LIMA,LIMA,LIMA,300,251
030751,LIMA,LIMA,LIMA,300,265
030752,LIMA,LIMA,LIMA,300,263
030753,LIMA,LIMA,LIMA,300,250
030754,LIMA,LIMA,LIMA,300,261
030755,LIMA,LIMA,LIMA,300,250
030756,LIMA,LIMA,LIMA,300,242
030757,LIMA,LIMA,LIMA,300,256
030758,LIMA,LIMA,LIMA,300,257
030759,LIMA,LIMA,LIMA,300,259
030760,LIMA,LIMA,LIMA,300,256
030761,LIMA,LIMA,LIMA,300,254
030762,LIMA,LIMA,LIMA,300,253
030763,LIMA,LIMA,LIMA,300,257
030764,LIMA,LIMA,LIMA,300,249
030765,LIMA,LIMA,LIMA,300,261
030766,LIMA,LIMA,LIMA,300,264
030767,LIMA,LIMA,LIMA,300,258
030768,LIMA,LIMA,LIMA,300,252
030769,LIMA,LIMA,LIMA,300,258
030770,LIMA,LIMA,LIMA,300,258
030771,LIMA,LIMA,LIMA,300,260
030772,LIMA,LIMA,LIMA,300,250
030773,LIMA,LIMA,LIMA,300,262
030774,LIMA,LIMA,LIMA,300,242
030775,LIMA,LIMA,LIMA,300,268
030776,LIMA,LIMA,LIMA,300,265
030777,LIMA,LIMA,LIMA,300,257
030778,LIMA,LIMA,LIMA,300,243
030779,LIMA,LIMA,LIMA,300,253
030780,LIMA,LIMA,LIMA,300,256
030781,LIMA,LIMA,LIMA,300,250
030782,LIMA,LIMA,LIMA,300,254
030783,LIMA,LIMA,LIMA,300,253
030784,LIMA,LIMA,LIMA,300,253
030785,LIMA,LIMA,LIMA,300,248
030786,LIMA,LIMA,LIMA,300,262
030787,LIMA,LIMA,LIMA,300,256
030788,LIMA,LIMA,LIMA,300,246
030789,LIMA,LIMA,LIMA,297,257
030790,LIMA,LIMA,LIMA,300,262
030791,LIMA,LIMA,LIMA,300,264
030792,LIMA,LIMA,LIMA,300,258
030793,LIMA,LIMA,LIMA,300,265
030794,LIMA,LIMA,LIMA,300,261
030795,LIMA,LIMA,LIMA,300,274
030796,LIMA,LIMA,LIMA,300,249
030797,LIMA,LIMA,LIMA,300,265
030798,LIMA,LIMA,LIMA,300,267
030799,LIMA,LIMA,LIMA,300,246
030800,LIMA,LIMA,LIMA,300,267
030801,LIMA,LIMA,LIMA,300,266
030802,LIMA,LIMA,LIMA,300,277
030803,LIMA,LIMA,LIMA,300,255
030804,LIMA,LIMA,LIMA,300,260
030805,LIMA,LIMA,LIMA,300,271
030806,LIMA,LIMA,LIMA,300,256
030807,LIMA,LIMA,LIMA,300,259
030808,LIMA,LIMA,LIMA,300,253
030809,LIMA,LIMA,LIMA,300,258
030810,LIMA,LIMA,LIMA,300,260
030811,LIMA,LIMA,LIMA,300,271
030812,LIMA,LIMA,LIMA,300,268
030813,LIMA,LIMA,LIMA,300,247
030814,LIMA,LIMA,LIMA,300,253
030815,LIMA,LIMA,LIMA,300,269
030816,LIMA,LIMA,LIMA,300,259
030817,LIMA,LIMA,LIMA,300,261
030818,LIMA,LIMA,LIMA,300,262
030819,LIMA,LIMA,LIMA,300,270
030820,LIMA,LIMA,LIMA,300,265
030821,LIMA,LIMA,LIMA,300,257
030822,LIMA,LIMA,LIMA,300,264
030823,LIMA,LIMA,LIMA,300,262
030824,LIMA,LIMA,LIMA,300,269
030825,LIMA,LIMA,LIMA,300,268
030826,LIMA,LIMA,LIMA,300,257
030827,LIMA,LIMA,LIMA,300,266
030828,LIMA,LIMA,LIMA,300,261
030829,LIMA,LIMA,LIMA,300,270
030830,LIMA,LIMA,LIMA,300,262
030831,LIMA,LIMA,LIMA,300,256
030832,LIMA,LIMA,LIMA,300,263
030833,LIMA,LIMA,LIMA,300,257
030834,LIMA,LIMA,LIMA,300,257
030835,LIMA,LIMA,LIMA,300,258
030836,LIMA,LIMA,LIMA,300,256
030837,LIMA,LIMA,LIMA,300,258
030838,LIMA,LIMA,LIMA,300,273
030839,LIMA,LIMA,LIMA,300,261
030840,LIMA,LIMA,LIMA,300,257
030841,LIMA,LIMA,LIMA,299,262
030842,LIMA,LIMA,LIMA,287,251
030843,LIMA,LIMA,LIMA,287,255
030844,LIMA,LIMA,LIMA,287,240
030845,LIMA,LIMA,LIMA,287,247
030846,LIMA,LIMA,LIMA,287,243
030847,LIMA,LIMA,LIMA,287,257
030848,LIMA,LIMA,LIMA,287,231
030849,LIMA,LIMA,LIMA,287,238
030850,LIMA,LIMA,LIMA,287,253
030851,LIMA,LIMA,LIMA,287,247
030852,LIMA,LIMA,LIMA,287,248
030853,LIMA,LIMA,LIMA,287,251
030854,LIMA,LIMA,LIMA,287,228
030855,LIMA,LIMA,LIMA,287,246
030856,LIMA,LIMA,LIMA,287,242
030857,LIMA,LIMA,LIMA,287,245
030858,LIMA,LIMA,LIMA,278,234
030859,LIMA,LIMA,LIMA,293,244
030860,LIMA,LIMA,LIMA,293,242
030861,LIMA,LIMA,LIMA,293,251
030862,LIMA,LIMA,LIMA,293,250
030863,LIMA,LIMA,LIMA,293,246
030864,LIMA,LIMA,LIMA,293,255
030865,LIMA,LIMA,LIMA,293,250
030866,LIMA,LIMA,LIMA,293,245
030867,LIMA,LIMA,LIMA,293,239
030868,LIMA,LIMA,LIMA,293,248
030869,LIMA,LIMA,LIMA,293,249
030870,LIMA,LIMA,LIMA,293,258
030871,LIMA,LIMA,LIMA,293,252
030872,LIMA,LIMA,LIMA,293,251
030873,LIMA,LIMA,LIMA,293,252
030874,LIMA,LIMA,LIMA,293,249
030875,LIMA,LIMA,LIMA,293,254
030876,LIMA,LIMA,LIMA,293,251
030877,LIMA,LIMA,LIMA,293,239
030878,LIMA,LIMA,LIMA,293,247
030879,LIMA,LIMA,LIMA,282,237
030880,LIMA,LIMA,LIMA,287,236
030881,LIMA,LIMA,LIMA,287,246
030882,LIMA,LIMA,LIMA,287,256
030883,LIMA,LIMA,LIMA,287,249
030884,LIMA,LIMA,LIMA,287,260
030885,LIMA,LIMA,LIMA,287,254
030886,LIMA,LIMA,LIMA,285,243
030887,LIMA,LIMA,LIMA,269,217
030888,LIMA,LIMA,LIMA,269,228
030889,LIMA,LIMA,LIMA,269,219
030890,LIMA,LIMA,LIMA,269,220
030891,LIMA,LIMA,LIMA,269,226
030892,LIMA,LIMA,LIMA,269,217
030893,LIMA,LIMA,LIMA,269,215
030894,LIMA,LIMA,LIMA,299,258
030895,LIMA,LIMA,LIMA,299,264
030896,LIMA,LIMA,LIMA,299,256
030897,LIMA,LIMA,LIMA,299,260
030898,LIMA,LIMA,LIMA,299,241
030899,LIMA,LIMA,LIMA,299,262
030900,LIMA,LIMA,LIMA,299,261
030901,LIMA,LIMA,LIMA,299,250
030902,LIMA,LIMA,LIMA,299,265
030903,LIMA,LIMA,LIMA,299,258
030904,LIMA,LIMA,LIMA,299,266
030905,LIMA,LIMA,LIMA,299,260
030906,LIMA,LIMA,LIMA,299,252
030907,LIMA,LIMA,LIMA,299,263
030908,LIMA,LIMA,LIMA,299,273
030909,LIMA,LIMA,LIMA,299,266
030910,LIMA,LIMA,LIMA,299,259
030911,LIMA,LIMA,LIMA,299,265
030912,LIMA,LIMA,LIMA,299,259
030913,LIMA,LIMA,LIMA,299,255
030914,LIMA,LIMA,LIMA,299,265
030915,LIMA,LIMA,LIMA,299,262
030916,LIMA,LIMA,LIMA,299,262
030917,LIMA,LIMA,LIMA,299,256
030918,LIMA,LIMA,LIMA,299,250
030919,LIMA,LIMA,LIMA,299,253
030920,LIMA,LIMA,LIMA,299,265
030921,LIMA,LIMA,LIMA,299,258
030922,LIMA,LIMA,LIMA,299,260
