pct_cobertura,n_mesas,n_mesas_esperadas,n_mesas_afectadas,votantes_perdidos,votos_rp_imputados,votos_jpp_imputados,diferencia_imputable,fecha_actualizacion
90.3,26419,29266,3295,32192,11529,764,10765,16/04/2026
